playerID,mgr_name,yearID,teamID,G,W,L,total_war,expected_w,win_delta,mgr_value
booneaa01,Aaron Boone,2018,NYA,161,100,61,55.31,102.31,-2.3100000000000023,5.49634021759033
booneaa01,Aaron Boone,2019,NYA,162,103,59,41.59,88.59,14.409999999999997,12.408586416244503
booneaa01,Aaron Boone,2021,NYA,162,92,70,42.49,89.49000000000001,2.509999999999991,-0.8108558559417816
booneaa01,Aaron Boone,2022,NYA,162,99,63,57.660000000000004,104.66,-5.659999999999997,4.012863960266117
booneaa01,Aaron Boone,2023,NYA,162,82,80,15.790000000000004,62.790000000000006,19.209999999999994,8.246932945251459
booneaa01,Aaron Boone,2024,NYA,162,94,68,43.72,90.72,3.280000000000001,-2.3166367721557606
booneaa01,Aaron Boone,2025,NYA,162,94,68,55.629999999999995,102.63,-8.629999999999995,-7.604699735641475
booneal01,Alonzo Boone,1948,CBE,112,50,58,-9.120000000000001,37.879999999999995,12.120000000000005,2.7486897659301803
boonebo01,Bob Boone,1995,KCA,144,70,74,12.149999999999999,59.15,10.850000000000001,6.628120040893556
boonebo01,Bob Boone,1996,KCA,161,75,86,19.290000000000003,66.29,8.709999999999994,1.4731316184997496
boonebo01,Bob Boone,2001,CIN,162,66,96,19.25,66.25,-0.25,-5.357688903808594
boonebo01,Bob Boone,2002,CIN,162,78,84,24.28,71.28,6.719999999999999,1.6841709327697743
boonebo01,Bob Boone,2003,CIN,104,46,58,-1.9900000000000007,45.01,0.990000000000002,-9.45171619415283
borosst01,Steve Boros,1983,OAK,162,74,88,13.22,60.22,13.780000000000001,13.156025557518007
borosst01,Steve Boros,1986,SDN,162,74,88,21.369999999999997,68.37,5.6299999999999955,-1.5832935523986862
boudrlo01,Lou Boudreau,1942,CLE,156,75,79,22.699999999999996,69.69999999999999,5.300000000000011,10.349461841583263
boudrlo01,Lou Boudreau,1943,CLE,153,82,71,33.95,80.95,1.0499999999999972,7.308061885833737
boudrlo01,Lou Boudreau,1944,CLE,155,72,82,36.63,83.63,-11.629999999999995,-6.796594982147212
boudrlo01,Lou Boudreau,1945,CLE,147,73,72,29.310000000000002,76.31,-3.3100000000000023,-0.6828096485137962
boudrlo01,Lou Boudreau,1946,CLE,156,68,86,17.27,64.27,3.730000000000004,-1.6836509895324667
boudrlo01,Lou Boudreau,1947,CLE,157,80,74,28.650000000000002,75.65,4.349999999999994,7.552555894851679
boudrlo01,Lou Boudreau,1948,CLE,156,97,58,47.57,94.57,2.430000000000007,8.166086368560798
boudrlo01,Lou Boudreau,1949,CLE,154,89,65,30.380000000000003,77.38,11.620000000000005,14.056051607131963
boudrlo01,Lou Boudreau,1950,CLE,155,92,62,33.88,80.88,11.120000000000005,14.610405797958379
boudrlo01,Lou Boudreau,1952,BOS,154,76,78,12.25,59.25,16.75,13.782605171203613
boudrlo01,Lou Boudreau,1953,BOS,153,84,69,23.18,70.18,13.819999999999993,15.624387569427483
boudrlo01,Lou Boudreau,1954,BOS,156,69,85,24.880000000000003,71.88,-2.8799999999999955,-3.7751625823974564
boudrlo01,Lou Boudreau,1955,KC1,155,63,91,-2.8400000000000007,44.16,18.840000000000003,9.029682006835941
boudrlo01,Lou Boudreau,1956,KC1,154,52,102,-3.84,43.16,8.840000000000003,-0.9787103271484341
boudrlo01,Lou Boudreau,1957,KC1,104,36,67,3.58,50.58,-14.579999999999998,-22.441828327178953
boudrlo01,Lou Boudreau,1960,CHN,139,54,83,14.46,61.46,-7.460000000000001,-12.39764352798462
bowala01,Larry Bowa,1987,SDN,162,65,97,20.95,67.95,-2.950000000000003,-3.8627852916717558
