_name,_pid,projected_war,projection_std,total_pa,avg_woba,highest_level,_in_mlb
Viandel Pena,678854,3.6,11.0,1228.0,0.2646,4,False
Rainer Nunez,678742,3.6,11.1,1676.0,0.31024999999999997,5,False
Maikol Escotto,683500,3.6,10.6,887.0,0.3018,3,False
William Lugo,683493,3.6,11.4,1318.0,0.3194,4,False
Nerwilian Cedeno,683481,3.6,10.9,1115.0,0.306,3,False
Tommy Specht,702467,3.6,13.4,501.0,0.2525,2,False
Manny Rodriguez,681668,3.6,13.1,152.0,0.2465,5,False
Joseph Rosa,660563,3.6,12.7,405.0,0.285,5,False
Yoshi Tsutsugo,660294,3.6,12.7,417.0,0.419,5,True
Sam Haggerty,664059,3.6,13.3,555.0,0.358,5,True
Mark Mathias,664029,3.6,12.9,427.0,0.38875000000000004,5,True
Trey Amburgey,664011,3.6,12.8,218.0,0.2715,5,False
Cristhian Rodriguez,682725,3.6,12.7,781.0,0.23183333333333334,5,False
Isaac De Leon,682722,3.6,11.5,918.0,0.27925,3,False
Derek Fisher,605233,3.6,13.3,108.0,0.254,5,True
J.D. Davis,605204,3.6,13.1,161.0,0.285,5,True
Jake Vogel,691949,3.6,11.3,1241.0,0.27799999999999997,3,False
Dylan Crews,686611,3.6,11.8,605.0,0.35050000000000003,5,True
Travis Demeritte,641513,3.6,12.5,158.0,0.284,5,True
Jommer Hernandez,678912,3.6,11.7,559.0,0.29275,3,False
Luis Garcia,671277,3.6,12.3,361.0,0.3296666666666667,5,True
Michael De La Cruz,631222,3.6,12.6,1002.0,0.3208333333333333,4,False
Osmy Gregorio,668577,3.6,11.0,759.0,0.273,3,False
Antonio Anderson,702995,3.6,13.2,597.0,0.289,2,False
Jose Bonilla,682661,3.6,13.3,101.0,0.185,2,False
Zach Reks,676646,3.6,12.6,382.0,0.33099999999999996,5,False
Cristopher Cespedes,660642,3.6,13.3,113.0,0.3325,4,False
Hill Alexander,687882,3.6,13.5,103.0,0.256,4,False
John Andreoli,607430,3.6,12.7,421.0,0.306,5,True
Reese McGuire,624512,3.6,12.9,101.0,0.27549999999999997,5,True
Nick Ciuffo,624419,3.6,13.1,151.0,0.32,5,False
Grant Witherspoon,680710,3.6,11.2,1162.0,0.32483333333333336,5,False
C.J. Stubbs,667690,3.6,11.7,1022.0,0.28983333333333333,4,False
Brandon Martorano,668785,3.6,12.3,775.0,0.291,5,False
Channy Ortiz,671495,3.6,11.5,574.0,0.27033333333333337,3,False
Axel Sanchez,692046,3.6,10.8,1013.0,0.3021666666666667,3,False
Danny Bautista Jr.,679751,3.6,11.1,1286.0,0.309,3,False
Tyler Heineman,623168,3.6,12.5,364.0,0.3666666666666667,5,True
Jay Beshears,810891,3.6,11.8,661.0,0.3104,3,False
Christian Cairo,686551,3.6,11.4,1006.0,0.321,5,False
Felix Valerio,680589,3.6,11.8,1005.0,0.34925,4,False
Nomar Mazara,608577,3.6,12.4,388.0,0.3173333333333333,5,True
Antonio Gomez,682625,3.6,11.5,986.0,0.29983333333333334,4,False
Ryan McKenna,663630,3.6,12.9,349.0,0.34400000000000003,5,True
Cody Roberts,663944,3.6,12.3,701.0,0.34775,5,False
Eric Stamets,608715,3.6,12.6,224.0,0.263,5,False
Drew Jackson,623515,3.6,13.1,204.0,0.307,5,False
Andrew Knizner,668800,3.6,12.7,182.0,0.308,5,True
Victor Mesa Jr.,683748,3.6,11.6,1480.0,0.31275,5,False
Shea Langeliers,669127,3.6,12.7,402.0,0.374,5,True
Wilfred Veras,691442,3.6,10.9,1757.0,0.29562499999999997,4,False
TJ Friedl,670770,3.6,13.2,273.0,0.32699999999999996,5,True
Luis Gonzalez,670768,3.6,12.8,293.0,0.353,5,True
Dustin Dickerson,815039,3.6,11.3,629.0,0.3305,5,False
Kevin Newman,621028,3.6,12.9,124.0,0.35366666666666663,5,True
Max Schrock,621011,3.6,12.5,215.0,0.34199999999999997,5,True
Cole Freeman,670106,3.6,13.0,162.0,0.284,5,False
T.J. Rumfield,681198,3.6,14.7,1259.0,0.36716666666666664,5,False
Chad Stevens,677060,3.6,10.7,1376.0,0.3298571428571429,5,False
Eric Rodriguez,681995,3.6,12.6,210.0,0.229,5,False
Eduardo Lopez,682637,3.6,11.3,934.0,0.29874999999999996,3,False
Eduardo Garcia,682633,3.6,11.1,1177.0,0.30649999999999994,4,False
Eduarqui Fernandez,682631,3.6,11.5,941.0,0.311,3,False
Kole Cottam,663526,3.6,13.1,307.0,0.2845,5,False
Daniel Murphy,502517,3.6,13.3,169.0,0.332,5,True
Jordan Qsar,682040,3.5,10.9,699.0,0.32966666666666666,5,False
Misael Urbina,682618,3.5,10.1,1105.0,0.2862,3,False
Luis Matos,682641,3.5,13.0,1160.0,0.33699999999999997,5,True
Chandler Seagle,676882,3.5,11.7,633.0,0.24875,5,False
Osiris Johnson,677341,3.5,11.0,810.0,0.2595,3,False
Frankie Tostado,676762,3.5,11.8,815.0,0.31833333333333336,5,False
Thomas Francisco,695370,3.5,10.3,767.0,0.28200000000000003,3,False
Nelson Maldonado,663891,3.5,11.2,743.0,0.35875,5,False
Austin Nola,543592,3.5,12.2,262.0,0.2843333333333333,5,True
Kaden Polcovich,687659,3.5,11.3,970.0,0.3053333333333333,4,False
Taylor Davis,543089,3.5,12.1,144.0,0.3,5,False
Warming Bernabel,682653,3.5,10.5,1426.0,0.31971428571428573,5,True
Christian Lopes,547173,3.5,11.9,216.0,0.319,5,False
Anthony Servideo,676545,3.5,11.0,976.0,0.238,5,False
Demetrius Sims,676443,3.5,12.1,262.0,0.2876666666666667,5,False
Nick Plummer,663911,3.5,11.7,270.0,0.313,5,False
Jack Winkler,676466,3.5,10.1,1332.0,0.3202,5,False
Jesus Aguilar,542583,3.5,12.3,241.0,0.335,5,True
Noelberth Romero,682801,3.5,11.8,1168.0,0.23944444444444446,5,False
Angel Martinez,682657,3.5,10.9,1393.0,0.3351428571428571,5,True
Erick Castillo,602080,3.5,11.8,147.0,0.2135,5,False
Marcos Gonzalez,672733,3.5,11.9,205.0,0.2515,5,False
Noah Mendlinger,702331,3.5,10.4,1181.0,0.3482,4,False
Jorge Bonifacio,593528,3.5,10.6,1057.0,0.29275,5,True
Tucupita Marcano,672779,3.5,12.2,285.0,0.4033333333333333,5,True
Tyler Neslony,664104,3.5,11.3,937.0,0.3222,5,False
Alek Thomas,677950,3.5,11.8,328.0,0.37566666666666665,5,True
D.J. Peterson,592637,3.5,11.9,360.0,0.359,5,False
Victor Nova,675528,3.5,12.6,124.0,0.212,4,False
David Bañuelos,675915,3.5,11.4,541.0,0.309,5,False
Rece Hinds,677956,3.5,12.3,1391.0,0.3348333333333333,5,True
Ryan Casteel,592205,3.5,12.4,313.0,0.2975,5,False
Justice Bigbie,694425,3.5,19.3,1617.0,0.360375,5,False
Tucker Barnhart,571466,3.5,12.0,192.0,0.28600000000000003,5,True
Dillon Thomas,605504,3.5,11.8,519.0,0.313,5,False
Josh Ockimey,656807,3.5,11.8,483.0,0.34299999999999997,5,False
Phil Clarke,671287,3.5,11.0,870.0,0.32849999999999996,5,False
Jarred Kelenic,672284,3.5,12.2,437.0,0.381,5,True
Grayson Greiner,606988,3.5,12.3,249.0,0.281,5,True
Ka'ai Tom,664789,3.5,12.1,311.0,0.33,5,True
Marcus Wilson,657129,3.5,12.3,423.0,0.2935,5,False
Estiven Machado,692497,3.5,11.1,848.0,0.27133333333333337,3,False
Yonathan Daza,602074,3.5,12.4,181.0,0.331,5,True
Jordan Procyshen,601714,3.5,12.2,219.0,0.321,5,False
Haydn McGeary,702333,3.5,11.6,1056.0,0.32883333333333337,4,False
Aaron Sabato,693306,3.5,10.1,1273.0,0.32225000000000004,4,False
Luis Mieses,672635,3.5,10.2,1461.0,0.3472857142857143,4,False
Jason Krizan,607249,3.5,12.3,395.0,0.346,5,False
Justin Yurchak,657144,3.5,11.0,739.0,0.341,5,False
Tim Locastro,641796,3.5,12.2,409.0,0.381,5,True
Chuckie Robinson,642020,3.5,15.0,966.0,0.30166666666666664,5,False
Jose Herrera,645444,3.5,11.5,511.0,0.33299999999999996,5,True
Garrett Whitley,663605,3.5,12.0,415.0,0.29,5,False
Hayden Senger,663584,3.5,11.0,795.0,0.284,5,True
Nick Madrigal,663611,3.5,12.4,113.0,0.4095,5,True
Trevor Larnach,663616,3.5,11.8,364.0,0.308,5,True
T.J. White,695604,3.5,10.3,1173.0,0.26675,3,False
Josh Breaux,677007,3.5,10.9,788.0,0.29175,5,False
Jose Gomez,650506,3.5,11.0,945.0,0.27599999999999997,5,False
Nolan Jones,666134,3.5,12.5,540.0,0.42924999999999996,5,True
Mario Feliciano,666128,3.5,10.9,746.0,0.2748333333333333,5,False
Ed Howard,690992,3.5,10.4,803.0,0.22383333333333333,5,False
Andruw Monasterio,655316,3.5,13.0,930.0,0.3423333333333333,5,True
Noah Campbell,668929,3.5,11.2,858.0,0.32320000000000004,5,False
MJ Melendez,669004,3.5,12.1,126.0,0.2225,5,True
Max Schuemann,680474,3.5,11.6,935.0,0.3208,5,True
Brett Phillips,621433,3.5,11.8,409.0,0.3273333333333333,5,True
Henry Gatewood,656449,3.5,11.9,689.0,0.31775,5,False
Seby Zavala,664874,3.5,12.3,348.0,0.288,5,True
Zach McKinstry,656716,3.5,11.9,223.0,0.39,5,True
Chris Meyers,680273,3.5,10.6,1184.0,0.34349999999999997,4,False
Sal Frelick,686217,3.5,11.0,745.0,0.361,5,True
Johan Camargo,622666,3.5,11.8,499.0,0.3122857142857143,5,True
Kyle McCann,668832,3.5,10.8,846.0,0.32966666666666666,5,True
Harold Ramírez,623912,3.5,12.3,128.0,0.33599999999999997,5,True
Trent Giambrone,623508,3.5,12.0,409.0,0.254,5,False
Braden Bishop,623323,3.5,12.1,284.0,0.28800000000000003,5,True
Christian Arroyo,624414,3.5,11.8,259.0,0.28075,5,True
Taylor Gushue,656494,3.5,12.3,285.0,0.36,5,False
Isiah Gilliam,656462,3.5,10.6,1221.0,0.355,5,False
Stephen Scott,679663,3.5,11.0,1199.0,0.32675,5,False
DJ Stewart,621466,3.5,12.4,498.0,0.3415,5,True
Lorenzo Quintana,679727,3.5,12.0,265.0,0.332,5,False
Camden Duzenack,670427,3.5,10.9,704.0,0.319,5,False
Scott Hurst,656568,3.5,12.2,407.0,0.2905,5,False
Michael Toglia,669911,3.5,12.2,1115.0,0.387,5,True
Jake Burger,669394,3.5,12.0,190.0,0.2675,5,True
Austin Dean,621573,3.5,11.9,438.0,0.35,5,True
Michael Gigliotti,669377,3.5,11.3,597.0,0.327,5,False
Izaac Pacheco,691789,3.5,10.5,1323.0,0.30250000000000005,3,False
Ronald Guzman,608597,3.5,12.4,399.0,0.293,5,True
Jefrey Ramos,671191,3.5,12.6,100.0,0.237,4,False
Alex Blandino,607468,3.5,11.9,285.0,0.3075,5,True
Zach Green,608339,3.5,11.7,378.0,0.317,5,False
Alfredo Rodriguez,670895,3.5,11.9,157.0,0.22999999999999998,5,False
Jared Walsh,665120,3.5,12.0,374.0,0.318,5,True
Cole Sturgeon,657017,3.5,11.4,486.0,0.2985,5,False
Damiano Palmegiani,671913,3.5,20.6,1731.0,0.352375,5,False
Matthew Wood,687783,3.5,10.4,921.0,0.33025,3,False
Joe Rizzo,666143,3.5,11.2,873.0,0.29374999999999996,5,False
Thomas Milone,641882,3.5,11.7,470.0,0.326,5,False
Francisco Mejía,642336,3.5,11.7,569.0,0.3506666666666667,5,True
Matt Thaiss,642136,3.5,12.3,332.0,0.353,5,True
Eli White,642201,3.5,12.8,541.0,0.3585,5,True
Yusniel Diaz,666783,3.5,11.2,759.0,0.3373333333333333,5,False
Mason Auer,687020,3.5,10.8,1449.0,0.3216,4,False
Dillan Shrum,686770,3.5,10.7,1198.0,0.353,4,False
J.T. Arruda,686793,3.5,11.3,1170.0,0.3286,5,False
Jhailyn Ortiz,665560,3.5,11.1,941.0,0.32099999999999995,5,False
Dane Myers,667472,3.5,11.1,1136.0,0.33733333333333326,5,True
Meibrys Viloria,650619,3.5,12.1,252.0,0.3235,5,True
Robby Martin Jr.,680910,3.5,10.5,900.0,0.29575,3,False
Juan Fernandez,667749,3.5,11.8,929.0,0.3465,5,False
Nick Gordon,624503,3.5,12.0,158.0,0.254,5,True
Matt Donlan,804596,3.5,12.4,117.0,0.25866666666666666,4,False
Yiddi Cappe,691268,3.5,10.3,1187.0,0.2866666666666666,3,False
Eloy Jimenez,650391,3.5,12.0,178.0,0.297,5,True
Jose Salas,691191,3.5,10.6,1322.0,0.273,3,False
Luis Guillorme,641645,3.5,11.6,189.0,0.2953333333333334,5,True
Niko Kavadas,694359,3.4,21.2,1561.0,0.36744444444444446,5,True
Cory Spangenberg,605486,3.4,10.9,414.0,0.292,5,True
Eddys Leonard,678760,3.4,14.2,1583.0,0.31362500000000004,5,False
Rhylan Thomas,689041,3.4,11.6,992.0,0.33475,5,False
Joey Ortiz,687401,3.4,10.4,989.0,0.3753333333333333,5,True
Nick Gonzales,693304,3.4,12.4,990.0,0.38225,5,True
Cole Cummings,702113,3.4,9.8,1358.0,0.316,4,False
Gabriel Moreno,672515,3.4,11.0,267.0,0.354,5,True
Taylor Motter,600301,3.4,11.9,569.0,0.359,5,True
Curtis Terry,663799,3.4,10.8,342.0,0.339,5,False
Tyler McDonough,694812,3.4,9.6,1442.0,0.3185,5,False
Shayne Fontana,687833,3.4,11.3,993.0,0.312,5,False
Osvaldo Tovalin,694976,3.4,9.7,1205.0,0.28550000000000003,3,False
Matt Adams,571431,3.4,11.6,402.0,0.312,5,True
Alex Dickerson,543105,3.4,11.5,357.0,0.314,5,True
Jake Anchia,680971,3.4,10.7,867.0,0.25833333333333336,4,False
Adrian Sanchez,506703,3.4,11.1,262.0,0.28,5,True
Mickey McDonald,676782,3.4,10.9,325.0,0.34950000000000003,5,False
Joey Bart,663698,3.4,11.4,295.0,0.3496666666666666,5,True
Andy Burns,542992,3.4,11.4,332.0,0.304,5,False
Brendt Citta,663923,3.4,11.3,398.0,0.3135,5,False
Leo Rivas,660844,3.4,10.3,1091.0,0.3518,5,True
Max Burt,661733,3.4,11.1,946.0,0.25880000000000003,5,False
Alec Burleson,676475,3.4,11.5,470.0,0.384,5,True
Kyle Datres,663979,3.4,10.6,1090.0,0.313,5,False
Jake Marisnick,545350,3.4,11.6,526.0,0.30383333333333334,5,True
Heriberto Hernandez,681715,3.4,9.2,1485.0,0.3564,5,True
Gabriel Cancel,663708,3.4,11.1,723.0,0.2542,5,False
Colin Moran,592567,3.4,11.2,371.0,0.324,5,True
Rodolfo Duran,660710,3.4,10.4,1032.0,0.29185714285714287,5,False
Chase Pinder,676198,3.4,10.5,662.0,0.3375,5,False
Terone Harris III,674677,3.4,10.4,970.0,0.2652,4,False
James Outman,681546,3.4,14.0,1004.0,0.3885,5,True
Nick Podkul,674951,3.4,10.1,807.0,0.3505,5,False
CJ Rodriguez,675430,3.4,10.1,880.0,0.295,3,False
Yoelqui Cespedes,673461,3.4,10.9,1015.0,0.33666666666666667,5,False
Josh Sale,592714,3.4,10.9,359.0,0.3096666666666667,5,False
Roberto Baldoquin,660168,3.4,11.2,228.0,0.2905,5,False
Quincy McAfee,687331,3.4,10.4,1052.0,0.31566666666666665,5,False
JT Riddle,595375,3.4,11.2,350.0,0.28200000000000003,5,True
Nicholas Northcut,678021,3.4,10.0,1125.0,0.2965,4,False
John Nogowski,596056,3.4,10.6,546.0,0.3,5,True
Dillon Dingler,693307,3.4,9.9,1130.0,0.3782,5,True
Brian Anderson,605119,3.4,10.8,375.0,0.31766666666666665,5,True
Beau Taylor,607333,3.4,11.5,211.0,0.32699999999999996,5,False
Chris Rabago,657253,3.4,11.0,179.0,0.259,5,False
Andrew Bechtold,657510,3.4,10.1,708.0,0.3253333333333333,5,False
Gabriel Arias,672356,3.4,11.5,729.0,0.29000000000000004,5,True
Nick Martini,605361,3.4,11.9,517.0,0.41000000000000003,5,True
Trevor Boone,685392,3.4,10.6,727.0,0.3028571428571429,5,False
Matt Duffy,622110,3.4,11.0,254.0,0.243,5,True
Carlos Rincon,665779,3.4,11.6,157.0,0.282,5,False
Chase Meidroth,805367,3.4,13.7,1176.0,0.4008,5,True
Steven Duggar,621453,3.4,11.5,412.0,0.28600000000000003,5,True
Jordan Luplow,656669,3.4,12.0,510.0,0.3746666666666667,5,True
Luis Campusano,669134,3.4,11.6,531.0,0.394,5,True
Vince Fernandez,669344,3.4,11.5,360.0,0.354,5,False
Robert Neustrom,680438,3.4,10.9,475.0,0.248,5,False
Eric Yang,687066,3.4,10.9,443.0,0.2846666666666667,5,False
Triston Casas,671213,3.4,10.9,366.0,0.38,5,True
Carter Bins,670190,3.4,10.4,767.0,0.30533333333333335,5,False
Pavin Smith,656976,3.4,12.1,644.0,0.4093333333333333,5,True
Brett Wisely,689172,3.4,10.6,1098.0,0.33540000000000003,5,True
Nick Dini,664926,3.4,11.7,458.0,0.33,5,True
Hudson Haskin,681370,3.4,10.4,1027.0,0.34842857142857137,5,False
Dalton Kelly,665138,3.4,10.9,360.0,0.325,5,False
Jose Peraza,606299,3.4,11.1,537.0,0.29179999999999995,5,True
Devin Hairston,670767,3.4,11.7,138.0,0.2695,5,False
Casey Schmitt,669477,3.4,11.9,1062.0,0.35675,5,True
Matt Reynolds,608703,3.4,11.7,536.0,0.3005,5,True
Mark Kolozsvary,656627,3.4,11.1,341.0,0.334,5,False
Ivan Castillo,622668,3.4,10.9,607.0,0.29433333333333334,5,False
Jack Suwinski,669261,3.4,11.4,411.0,0.39325,5,True
BJ Murray Jr.,681230,3.4,9.7,1454.0,0.321,5,False
Matt Gorski,685301,3.4,10.8,1276.0,0.3538333333333334,5,False
JJ Bleday,668709,3.4,12.0,500.0,0.4095,5,True
Spencer Steer,668715,3.4,11.3,492.0,0.377,5,True
Gosuke Katoh,641741,3.4,11.5,324.0,0.304,5,False
Xavier Fernandez,641569,3.4,10.6,707.0,0.34475,5,False
Nick Banks,641336,3.4,11.5,332.0,0.3235,5,False
Cristian Pache,665506,3.4,11.4,341.0,0.292,5,True
Ryder Jones,624507,3.4,11.2,242.0,0.259,5,True
Dylan Harris,690429,3.4,11.6,219.0,0.313,5,False
Michael De León,650958,3.4,10.8,512.0,0.28425,5,False
Steele Walker,667727,3.4,11.1,427.0,0.2808,5,False
Cole Roederer,680711,3.4,9.8,1193.0,0.3235,5,False
Ryan Boldt,624416,3.4,10.8,274.0,0.296,5,False
Brett Cumberland,656340,3.4,11.5,160.0,0.308,5,False
Jameson Hannah,680683,3.4,11.0,362.0,0.36675,5,False
Andy Ibanez,628451,3.4,11.6,394.0,0.3725,5,True
Drew Millas,686452,3.4,12.4,1064.0,0.3425,5,True
Michael Reed,642002,3.4,11.4,281.0,0.29925,5,False
Tanner Schobel,802355,3.4,10.0,1294.0,0.315,4,False
Dominic Miroglio,641884,3.4,11.3,340.0,0.3793333333333333,5,False
TJ Hopkins,686759,3.4,10.0,1016.0,0.34125000000000005,5,False
Bo Naylor,666310,3.4,11.6,780.0,0.3833333333333333,5,True
Colton Welker,666213,3.4,11.4,235.0,0.3546666666666667,5,False
Quincy Hamilton,680810,3.4,17.7,1454.0,0.322875,5,False
Micker Adolfo,650520,3.4,11.3,390.0,0.2945,5,False
Cody Thomas,642137,3.4,11.8,536.0,0.3026666666666667,5,False
Jordan Walker,691023,3.4,10.6,1138.0,0.356,5,True
Marco Luciano,682617,3.4,13.7,1145.0,0.34199999999999997,5,True
Devlin Granberg,680748,3.4,10.8,360.0,0.352,5,False
Mike Ford,645801,3.4,11.9,535.0,0.353,5,True
Blake Sabol,666165,3.4,10.9,996.0,0.34839999999999993,5,True
Adrian Del Castillo,680728,3.4,16.4,1301.0,0.33266666666666667,5,True
Wes Clarke,682265,3.4,9.9,1514.0,0.363,5,False
John Valente,681976,3.3,10.5,340.0,0.318,5,False
Jancarlos Cintron,676857,3.3,9.2,1290.0,0.3005,5,False
Jose Devers,672701,3.3,9.8,938.0,0.2916,5,False
Ben Malgeri,701162,3.3,8.7,1422.0,0.3246,4,False
Lenyn Sosa,672820,3.3,14.0,1127.0,0.355,5,True
Will Toffey,657780,3.3,10.4,388.0,0.336,5,False
Kyle Holder,664060,3.3,10.5,170.0,0.25,5,False
Anthony Mulrine,688226,3.3,10.2,453.0,0.252,5,False
Francisco Urbaez,688005,3.3,10.0,982.0,0.3295,5,False
Brandon McIlwain,666140,3.3,9.4,1168.0,0.3098333333333333,5,False
Tyler Fitzgerald,666149,3.3,9.8,1150.0,0.38875,5,True
Omar Estevez,666784,3.3,10.6,178.0,0.267,5,False
Tyler Freeman,671289,3.3,10.8,487.0,0.4103333333333334,5,True
Jimmy Govern,687349,3.3,10.1,473.0,0.279,5,False
Justin Dirden,688869,3.3,9.9,1001.0,0.31425,5,False
Andy Weber,681581,3.3,9.9,1053.0,0.32933333333333337,5,False
Trevor Schwecke,673893,3.3,9.7,1094.0,0.3038571428571428,5,False
Josh VanMeter,642165,3.3,10.4,455.0,0.31425,5,True
Errol Robinson,642021,3.3,9.9,607.0,0.28900000000000003,5,False
Tyler Wade,642180,3.3,12.1,602.0,0.3363333333333333,5,True
Luke Berryhill,666124,3.3,9.8,960.0,0.333,5,False
Luis Urias,649966,3.3,10.9,620.0,0.28875,5,True
Spencer Torkelson,679529,3.3,10.5,430.0,0.33699999999999997,5,True
Diego Hernandez,678746,3.3,8.8,1336.0,0.31314285714285717,4,False
Robert Perez Jr.,672596,3.3,9.2,1655.0,0.3441666666666667,4,False
Vimael Machín,605353,3.3,13.2,1037.0,0.318,5,True
Michael Siani,672279,3.3,9.4,1091.0,0.3048,5,True
Yonathan Perlaza,666632,3.3,10.8,1281.0,0.36500000000000005,5,False
Bret Boswell,641385,3.3,9.9,580.0,0.309,5,False
Dominic Smith,642086,3.3,10.7,431.0,0.30966666666666665,5,True
Deyvison De Los Santos,691277,3.3,11.3,1806.0,0.3467777777777778,5,False
Grant Koch,667428,3.3,10.6,412.0,0.2856666666666667,5,False
Greg Jones,675659,3.3,11.5,1116.0,0.3034,5,False
Jud Fabian,682983,3.3,9.2,1264.0,0.3324285714285714,5,False
Shane Matheny,676847,3.3,9.2,1158.0,0.32071428571428573,5,False
Trey Cabbage,663550,3.3,15.9,978.0,0.36075,5,True
Alex Binelas,681323,3.3,9.3,1205.0,0.3302,5,False
Greg Deichmann,656364,3.3,10.2,708.0,0.314,5,False
Lucius Fox,665650,3.3,10.5,372.0,0.26,5,False
Grant Williams,681260,3.3,10.7,157.0,0.217,5,False
Ethan Murray,696140,3.3,9.5,1193.0,0.304,4,False
Trevor Hauver,669386,3.3,10.9,1518.0,0.35400000000000004,5,False
Jose Miranda,669304,3.3,10.5,316.0,0.32466666666666666,5,True
Cody Bohanek,676378,3.3,10.0,286.0,0.2835,5,False
Chris Sharpe,676426,3.3,10.7,283.0,0.3,5,False
Jake Scheiner,676595,3.3,9.4,1159.0,0.3193333333333333,5,False
Stevie Berman,670281,3.3,10.2,369.0,0.3265,5,False
Freddy Zamora,668965,3.3,9.3,940.0,0.2826000000000001,5,False
Daniel Cope,684543,3.3,10.2,419.0,0.30366666666666664,5,False
Yoyner Fajardo,679938,3.3,9.3,1353.0,0.32116666666666666,5,False
Brady Lindsly,686251,3.3,9.7,753.0,0.27559999999999996,5,False
Carson Taylor,694930,3.3,9.8,1061.0,0.34325,5,False
Aaron Shackelford,687823,3.3,9.8,963.0,0.3203333333333333,5,False
Dermis Garcia,660650,3.3,9.6,900.0,0.3353333333333333,5,True
Blake Hunt,675448,3.3,9.3,930.0,0.31257142857142856,5,False
Alex Isola,684576,3.3,9.2,1131.0,0.3184,5,False
Clint Coulter,621520,3.3,10.6,442.0,0.355,5,False
Billy Cook,695257,3.3,11.3,1616.0,0.3321428571428572,5,False
Riley Unroe,624523,3.3,9.5,1349.0,0.32942857142857146,5,False
Franchy Cordero,614173,3.3,11.9,639.0,0.3678,5,True
Matt Beaty,607461,3.3,10.0,543.0,0.3324,5,True
José Godoy,608422,3.3,10.6,444.0,0.303,5,False
Phillip Sikes,689651,3.3,9.7,1346.0,0.3136,5,False
Alex Jackson,656577,3.3,11.4,525.0,0.3626,5,True
Jacob Buchberger,689750,3.3,9.0,1291.0,0.337,4,False
Jermaine Palacios,650339,3.3,13.7,961.0,0.3252,5,True
Delino DeShields,592261,3.3,11.0,532.0,0.25933333333333336,5,True
Sebastian  Rivero,665861,3.3,9.3,806.0,0.25857142857142856,5,False
Alex McKenna,665173,3.3,9.9,606.0,0.3035,5,False
Ivan Johnson,671155,3.3,9.4,1112.0,0.3482,5,False
Donovan Casey,661541,3.3,9.5,693.0,0.2515,5,False
Michael Cantu,656289,3.3,10.1,246.0,0.2555,5,False
Blaze Alexander,677942,3.3,11.9,995.0,0.3764,5,True
Willie Calhoun,641432,3.2,10.0,509.0,0.31999999999999995,5,True
Brett Auerbach,682266,3.2,8.5,1181.0,0.2921666666666667,5,False
Paul McIntosh,682192,3.2,8.9,1252.0,0.33716666666666667,5,False
Drew Maggi,543482,3.2,9.6,610.0,0.2665,5,False
Cadyn Grenier,663760,3.2,9.6,392.0,0.299,5,False
Jake Holton,687724,3.2,8.3,1447.0,0.3396,4,False
Aaron Bracho,677570,3.2,8.8,1205.0,0.29425,4,False
John Hicks,543308,3.2,11.1,593.0,0.3095,5,True
Nick Raposo,695596,3.2,9.3,712.0,0.3005,5,False
Ryan Bliss,669208,3.2,17.1,1616.0,0.33416666666666667,5,True
Brandon Lockridge,663604,3.2,9.6,1191.0,0.34659999999999996,5,True
Santiago Chávez,622700,3.2,9.6,569.0,0.24159999999999998,5,False
Daniel Robertson,621002,3.2,9.9,467.0,0.33499999999999996,5,True
Mitchell Tolman,664051,3.2,10.1,423.0,0.338,5,False
Kenedy Corona,685744,3.2,8.4,1605.0,0.3086666666666667,5,False
Stephen Piscotty,572039,3.2,10.0,443.0,0.31275000000000003,5,True
Ryan Goins,572365,3.2,9.5,317.0,0.222,5,True
Chavez Young,669945,3.2,11.1,925.0,0.3094285714285715,5,False
Michael Chavis,656308,3.2,10.9,551.0,0.35733333333333334,5,True
Nash Knight,665227,3.2,9.9,310.0,0.3336666666666666,5,False
Tucker Flint,687272,3.2,9.1,1270.0,0.32999999999999996,5,False
Willie MacIver,680862,3.2,11.8,1123.0,0.35433333333333333,5,True
Max McDowell,664120,3.2,9.1,669.0,0.27799999999999997,5,False
Magneuris Sierra,642423,3.2,10.6,598.0,0.27566666666666667,5,True
Luca Tresh,681123,3.2,8.5,1271.0,0.32039999999999996,5,False
Andy Thomas,673990,3.2,8.7,1290.0,0.3004,4,False
Will Benson,666181,3.2,12.0,641.0,0.37833333333333324,5,True
Patrick Mazeika,664850,3.2,9.6,389.0,0.29333333333333333,5,True
Preston Tucker,605512,3.2,10.9,551.0,0.3795,5,True
Jake Cave,595909,3.2,12.2,648.0,0.41800000000000004,5,True
Scott Manea,657672,3.2,9.5,337.0,0.276,5,False
Caleb Hamilton,643348,3.2,9.7,544.0,0.2793333333333333,5,False
Josh Palacios,641943,3.2,12.3,758.0,0.36400000000000005,5,True
Joshua Fuentes,658069,3.2,9.6,372.0,0.23349999999999999,5,True
Leonel Valera,665987,3.2,8.8,1240.0,0.2938571428571429,4,False
Nick Meyer,680722,3.2,9.3,566.0,0.305,5,False
Spencer Packard,689070,3.2,8.4,1403.0,0.3608333333333333,5,False
Owen Caissie,683357,3.2,14.2,1658.0,0.34500000000000003,5,False
Jamie Ritchie,657739,3.2,9.6,334.0,0.3055,5,False
Jared Oliva,666931,3.2,17.4,1228.0,0.33116666666666666,5,False
Arquímedes Gamboa,660614,3.2,9.0,1103.0,0.29725,5,False
Logan Warmoth,657089,3.2,8.6,1042.0,0.2766,5,False
Gavin Collins,641468,3.2,10.1,417.0,0.3096666666666667,5,False
