year,entity_name,entity_id,team_id,age,maxeff_arm_2b_3b_sba,exchange_2b_3b_sba,pop_2b_sba_count,pop_2b_sba,pop_2b_cs,pop_2b_sb,pop_3b_sba_count,pop_3b_sba,pop_3b_cs,pop_3b_sb
2023,"Bart, Joey",663698,137,26,84.9,0.74,11,2.02,1.94,2.05,0,,,
2023,"Contreras, William",661388,158,25,81.9,0.65,47,1.95,1.95,1.95,2,1.6,,1.6
2023,"Higashioka, Kyle",543309,147,33,78.6,0.63,43,1.98,1.95,1.99,5,1.54,1.41,1.57
2023,"Zavala, Seby",664874,109,29,81.9,0.67,28,2.0,1.95,2.01,2,1.5,,1.5
2023,"Wells, Austin",669224,147,23,82.4,0.6,8,1.91,1.95,1.9,0,,,
2023,"Delay, Jason",641511,134,28,78.6,0.63,27,1.99,1.95,2.0,3,1.53,,1.53
2023,"Contreras, Willson",575929,138,31,86.2,0.67,34,1.93,1.95,1.92,1,1.47,,1.47
2023,"Raleigh, Cal",663728,136,26,84.8,0.68,66,1.96,1.95,1.97,8,1.47,,1.47
2023,"Jansen, Danny",643376,141,28,80.8,0.7,30,1.99,1.96,2.0,2,1.52,1.54,1.5
2023,"Stallings, Jacob",607732,146,33,82.2,0.66,41,1.97,1.96,1.97,1,1.62,,1.62
2023,"Naylor, Bo",666310,114,23,84.0,0.66,44,1.94,1.96,1.94,2,1.4,,1.4
2023,"Stephenson, Tyler",663886,113,26,82.1,0.69,36,2.01,1.96,2.02,4,1.58,1.71,1.53
2023,"Thaiss, Matt",642136,108,28,83.6,0.71,15,1.98,1.96,1.99,0,,,
2023,"Kelly, Carson",608348,116,28,80.3,0.64,23,1.96,1.96,1.96,1,1.47,1.47,
2023,"d'Arnaud, Travis",518595,144,34,82.7,0.67,39,1.97,1.97,1.97,1,1.5,,1.5
2023,"McGuire, Reese",624512,111,28,79.1,0.65,21,1.98,1.97,1.99,1,1.52,,1.52
2023,"Smith, Will",669257,119,28,82.8,0.61,56,1.91,1.97,1.9,7,1.51,1.49,1.52
2023,"Jeffers, Ryan",680777,142,26,84.3,0.67,27,1.95,1.97,1.95,2,1.43,1.47,1.4
2023,"Perez, Salvador",521692,118,33,80.0,0.63,26,1.98,1.97,1.98,7,1.51,1.44,1.52
2023,"Mejía, Francisco",642336,139,27,87.9,0.73,24,1.95,1.97,1.95,2,1.5,,1.5
2023,"Gallagher, Cam",595956,114,30,79.3,0.63,30,1.97,1.97,1.97,1,1.52,,1.52
2023,"Heim, Jonah",641680,140,28,84.0,0.69,57,1.97,1.97,1.97,4,1.59,1.47,1.62
2023,"Gomes, Yan",543228,112,35,77.6,0.6,45,1.99,1.98,1.99,4,1.55,1.57,1.52
2023,"Rogers, Jake",668670,116,28,79.4,0.6,30,1.95,1.98,1.95,3,1.52,1.51,1.53
2023,"Casali, Curt",592200,113,34,78.7,0.56,13,1.99,1.98,2.0,1,1.53,,1.53
2023,"Kirk, Alejandro",672386,141,24,79.4,0.63,48,1.98,1.98,1.98,3,1.49,1.48,1.51
2023,"Pérez, Carlos",656024,145,26,77.7,0.59,12,1.99,1.98,2.0,2,1.46,,1.46
2023,"McCann, James",543510,110,33,83.0,0.67,25,2.01,1.99,2.03,1,1.45,,1.45
2023,"Amaya, Miguel",665804,112,24,80.4,0.64,17,1.98,1.99,1.98,1,1.52,,1.52
2023,"Soderstrom, Tyler",691016,133,21,84.6,0.68,8,1.97,1.99,1.96,2,1.47,1.46,1.49
2023,"Sullivan, Brett",664954,135,29,81.5,0.74,11,2.07,1.99,2.07,1,1.57,,1.57
2023,"Knizner, Andrew",668800,138,28,79.6,0.67,33,2.01,1.99,2.01,1,1.54,,1.54
2023,"Fortes, Nick",663743,146,26,80.3,0.69,44,2.01,1.99,2.02,8,1.52,1.47,1.53
2023,"Murphy, Tom",608596,136,32,82.6,0.72,11,2.05,2.0,2.05,0,,,
2023,"Narváez, Omar",553882,121,31,77.7,0.62,25,2.0,2.01,2.0,3,1.53,1.49,1.54
2023,"Sabol, Blake",666165,137,25,83.5,0.75,21,2.0,2.01,2.0,3,1.54,1.55,1.53
2023,"Zunino, Mike",572287,114,32,76.6,0.63,33,2.04,2.01,2.04,1,1.54,,1.54
2023,"Garver, Mitch",641598,140,32,81.4,0.72,11,2.0,2.02,2.0,0,,,
2023,"Wallach, Chad",595453,108,31,82.0,0.67,18,1.99,2.02,1.98,1,1.56,,1.56
2023,"Rortvedt, Ben",666163,147,25,87.8,0.73,8,1.95,2.03,1.9,0,,,
2023,"Trevino, Jose",624431,147,30,76.8,0.64,18,1.99,2.04,1.97,4,1.53,1.57,1.5
2023,"Barnes, Austin",605131,119,33,75.4,0.59,29,2.01,2.04,2.0,1,1.46,,1.46
2023,"Ruiz, Keibert",660688,120,24,77.8,0.68,64,2.06,2.05,2.06,5,1.56,1.56,1.56
2023,"Barnhart, Tucker",571466,112,32,78.5,0.63,21,1.99,2.05,1.98,1,1.58,1.58,
2023,"Caratini, Victor",605170,158,29,78.5,0.71,31,2.06,2.07,2.06,1,1.59,,1.59
2023,"Nido, Tomás",621512,121,29,77.2,0.57,6,1.99,2.08,1.97,0,,,
2023,"Grandal, Yasmani",518735,145,34,77.8,0.68,69,2.08,2.1,2.07,6,1.64,1.73,1.63
2023,"O'Hoppe, Logan",681351,108,23,81.9,0.73,20,2.09,2.42,2.07,3,1.63,,1.63
2023,"Campusano, Luis",669134,135,24,83.5,0.65,10,1.97,,1.97,3,1.46,1.41,1.48
