player_name,player_id,year,xwoba,xba,xslg,xiso,xobp,brl,brl_percent,exit_velocity,max_ev,hard_hit_percent,k_percent,bb_percent,whiff_percent,chase_percent,arm_strength,xera,fb_velocity,fb_spin,curve_spin
"Freeland, Kyle",607536,2025,13.0,5.0,9.0,20.0,28.0,3.0,30.0,7.0,10,6.0,14.0,91.0,17.0,67.0,,13.0,12.0,76.0,22.0
"Rogers, Tyler",643511,2025,96.0,38.0,94.0,100.0,92.0,99.0,100.0,99.0,23,95.0,8.0,100.0,1.0,66.0,,96.0,1.0,3.0,
"Peterson, David",656849,2025,21.0,11.0,43.0,73.0,8.0,27.0,80.0,14.0,29,9.0,36.0,32.0,39.0,43.0,,21.0,14.0,14.0,19.0
"Salazar, Eduardo",674285,2025,,,,,,,,,63,,,,,,,,56.0,7.0,
"Springs, Jeffrey",605488,2025,34.0,33.0,25.0,25.0,53.0,13.0,53.0,75.0,11,75.0,27.0,59.0,55.0,48.0,,34.0,8.0,21.0,
"Cameron, Noah",702070,2025,43.0,41.0,39.0,43.0,55.0,36.0,81.0,82.0,1,73.0,33.0,55.0,59.0,43.0,,43.0,20.0,50.0,22.0
"Taylor, Troy",700187,2025,,,,,,,,,87,,,,,,,,82.0,71.0,
"Guerrero, Luis",692285,2025,,,,,,,,,35,,,,,,,,84.0,25.0,
"Estes, Joey",683155,2025,,,,,,,,,72,,,,,,,,9.0,58.0,
"Senzatela, Antonio",622608,2025,1.0,1.0,1.0,5.0,1.0,9.0,35.0,9.0,15,9.0,1.0,59.0,4.0,3.0,,1.0,62.0,32.0,32.0
"Cannon, Jonathan",686563,2025,7.0,10.0,7.0,7.0,11.0,21.0,14.0,22.0,13,13.0,20.0,44.0,18.0,13.0,,7.0,33.0,30.0,
"Rocker, Kumar",677958,2025,4.0,6.0,5.0,9.0,6.0,39.0,4.0,5.0,19,5.0,28.0,48.0,49.0,55.0,,4.0,72.0,20.0,10.0
"Ortiz, Luis",682847,2025,17.0,36.0,21.0,16.0,20.0,36.0,18.0,2.0,16,5.0,70.0,11.0,76.0,12.0,,17.0,79.0,49.0,
"Pérez, Cionel",672335,2025,,,,,,,,,78,,,,,,,,71.0,10.0,
"Taylor, Grant",691799,2025,,,,,,,,,43,,,,,,,,97.0,86.0,36.0
"Lawrence, Casey",596271,2025,,,,,,,,,62,,,,,,,,1.0,10.0,
"Gonsolin, Tony",664062,2025,,,,,,,,,32,,,,,,,,35.0,35.0,76.0
"Leasure, Jordan",673929,2025,84.0,96.0,81.0,53.0,82.0,55.0,13.0,54.0,15,71.0,90.0,10.0,91.0,61.0,,84.0,80.0,75.0,
"Milner, Hoby",571948,2025,60.0,57.0,45.0,38.0,68.0,48.0,39.0,73.0,10,79.0,28.0,65.0,1.0,10.0,,60.0,1.0,3.0,
"Fuentes, Didier",800311,2025,,,,,,,,,43,,,,,,,,77.0,27.0,
"Mears, Nick",683232,2025,30.0,20.0,11.0,11.0,59.0,55.0,14.0,19.0,43,27.0,36.0,79.0,49.0,93.0,,30.0,67.0,49.0,
"Yesavage, Trey",702056,2025,,,,,,,,,22,,,,,,,,56.0,49.0,
"Coulombe, Danny",543056,2025,,,,,,,,,48,,,,,,,,6.0,72.0,
"Weaver, Luke",596133,2025,90.0,96.0,74.0,43.0,95.0,67.0,50.0,33.0,14,55.0,82.0,59.0,89.0,91.0,,90.0,63.0,86.0,
"Walker, Taijuan",592836,2025,22.0,20.0,22.0,27.0,33.0,30.0,64.0,42.0,30,43.0,7.0,53.0,7.0,20.0,,22.0,18.0,4.0,25.0
"Darnell, Dugan",699911,2025,,,,,,,,,69,,,,,,,,39.0,72.0,
"Kikuchi, Yusei",579328,2025,26.0,30.0,27.0,28.0,28.0,5.0,30.0,7.0,43,35.0,49.0,22.0,35.0,33.0,,26.0,58.0,25.0,43.0
"Bruihl, Justin",677865,2025,,,,,,,,,54,,,,,,,,5.0,22.0,
"Hoeing, Bryan",663773,2025,,,,,,,,,90,,,,,,,,23.0,1.0,
"Bradish, Kyle",680694,2025,,,,,,,,,28,,,,,,,,56.0,44.0,56.0
"Stroman, Marcus",573186,2025,,,,,,,,,61,,,,,,,,4.0,52.0,
"Núñez, Eduarniel",674384,2025,,,,,,,,,94,,,,,,,,95.0,99.0,
"Gusto, Ryan",687473,2025,22.0,30.0,19.0,15.0,41.0,30.0,28.0,14.0,22,11.0,41.0,51.0,33.0,7.0,,22.0,44.0,81.0,29.0
"Cecconi, Slade",677944,2025,13.0,13.0,6.0,6.0,47.0,5.0,3.0,2.0,17,1.0,30.0,85.0,26.0,2.0,,13.0,47.0,73.0,23.0
"Fisher, Braydon",680755,2025,,,,,,,,,56,,,,,,,,69.0,51.0,39.0
"Warren, Will",701542,2025,22.0,27.0,28.0,31.0,28.0,3.0,10.0,7.0,18,14.0,60.0,30.0,44.0,10.0,,22.0,32.0,95.0,87.0
"Ryan, Joe",657746,2025,75.0,84.0,51.0,22.0,89.0,3.0,6.0,26.0,11,37.0,84.0,87.0,57.0,14.0,,75.0,37.0,43.0,83.0
"Buttó, José",676130,2025,25.0,33.0,34.0,39.0,12.0,51.0,30.0,29.0,38,56.0,33.0,9.0,76.0,62.0,,25.0,62.0,63.0,
"Arias, Luarbert",678215,2025,,,,,,,,,30,,,,,,,,41.0,63.0,
"Brown, McCade",685326,2025,,,,,,,,,50,,,,,,,,49.0,62.0,62.0
"Sterner, Justin",686993,2025,80.0,88.0,70.0,47.0,80.0,59.0,26.0,36.0,41,64.0,77.0,51.0,87.0,86.0,,80.0,35.0,75.0,
"Birdsong, Hayden",806185,2025,18.0,65.0,31.0,17.0,12.0,51.0,26.0,36.0,32,7.0,51.0,4.0,74.0,16.0,,18.0,69.0,80.0,83.0
"Lucas, Easton",687922,2025,,,,,,,,,48,,,,,,,,41.0,29.0,
"Cleavinger, Garrett",664076,2025,83.0,86.0,88.0,80.0,75.0,93.0,85.0,62.0,68,45.0,96.0,63.0,97.0,82.0,,83.0,84.0,79.0,
"Lazar, Max",676661,2025,,,,,,,,,41,,,,,,,,52.0,92.0,36.0
"Booser, Cam",592155,2025,,,,,,,,,61,,,,,,,,69.0,15.0,
"Buehler, Walker",621111,2025,6.0,13.0,17.0,25.0,3.0,18.0,28.0,82.0,23,70.0,9.0,15.0,9.0,20.0,,6.0,43.0,27.0,26.0
"Eflin, Zach",621107,2025,26.0,15.0,9.0,12.0,65.0,41.0,30.0,42.0,41,49.0,8.0,98.0,14.0,87.0,,26.0,15.0,12.0,37.0
"Tolle, Payton",801139,2025,,,,,,,,,46,,,,,,,,86.0,67.0,
"Selby, Colin",681882,2025,,,,,,,,,34,,,,,,,,71.0,32.0,85.0
"Gibaut, Ian",664139,2025,,,,,,,,,82,,,,,,,,44.0,14.0,
"Funderburk, Kody",681892,2025,,,,,,,,,16,,,,,,,,32.0,63.0,
"McGough, Scott",543518,2025,,,,,,,,,75,,,,,,,,20.0,76.0,
"Jansen, Kenley",445276,2025,61.0,81.0,28.0,9.0,84.0,67.0,41.0,3.0,1,17.0,63.0,46.0,54.0,51.0,,61.0,30.0,66.0,
"Priester, Quinn",682990,2025,66.0,54.0,68.0,77.0,61.0,25.0,66.0,57.0,19,59.0,32.0,55.0,44.0,29.0,,66.0,43.0,6.0,66.0
"Smith, Dylan",681916,2025,,,,,,,,,89,,,,,,,,53.0,91.0,
"Guenther, Sean",674944,2025,,,,,,,,,52,,,,,,,,5.0,6.0,
"McCullers Jr., Lance",621121,2025,8.0,46.0,27.0,22.0,1.0,48.0,7.0,16.0,56,1.0,47.0,1.0,50.0,1.0,,8.0,12.0,38.0,94.0
"Ashby, Aaron",676879,2025,86.0,76.0,96.0,99.0,63.0,99.0,99.0,50.0,18,54.0,84.0,34.0,63.0,18.0,,86.0,91.0,18.0,74.0
"Holderman, Colin",670059,2025,,,,,,,,,63,,,,,,,,90.0,43.0,
"Muñoz, Andrés",662253,2025,93.0,95.0,98.0,96.0,69.0,89.0,79.0,94.0,76,55.0,96.0,11.0,98.0,82.0,,93.0,96.0,31.0,
"Nola, Aaron",605400,2025,41.0,38.0,34.0,36.0,57.0,36.0,36.0,45.0,69,25.0,59.0,69.0,51.0,93.0,,41.0,12.0,50.0,59.0
"Castillo, Luis F.",622379,2025,,,,,,,,,78,,,,,,,,15.0,8.0,
"Soroka, Michael",647336,2025,72.0,84.0,79.0,70.0,64.0,59.0,76.0,50.0,45,51.0,70.0,55.0,36.0,20.0,,72.0,37.0,94.0,
"Alcala, Jorge",660896,2025,26.0,54.0,27.0,18.0,26.0,51.0,10.0,62.0,40,71.0,58.0,7.0,53.0,34.0,,26.0,89.0,85.0,56.0
"Dunning, Dane",641540,2025,,,,,,,,,23,,,,,,,,5.0,13.0,
"Martin, Chris",455119,2025,,,,,,,,,48,,,,,,,,53.0,31.0,
"Ruiz, José",614179,2025,,,,,,,,,65,,,,,,,,69.0,47.0,4.0
"Martinez, Nick",607259,2025,45.0,22.0,40.0,58.0,54.0,21.0,74.0,75.0,52,90.0,11.0,84.0,11.0,8.0,,45.0,23.0,55.0,54.0
"Teng, Kai-Wei",678906,2025,,,,,,,,,73,,,,,,,,29.0,92.0,72.0
"Simpson, Josh",681006,2025,,,,,,,,,19,,,,,,,,46.0,48.0,48.0
"Little, Brendon",663893,2025,79.0,95.0,98.0,97.0,25.0,85.0,80.0,38.0,40,7.0,92.0,1.0,100.0,72.0,,79.0,33.0,5.0,1.0
"Lopez, Jacob",682052,2025,68.0,82.0,68.0,52.0,64.0,59.0,78.0,94.0,58,94.0,85.0,28.0,73.0,48.0,,68.0,8.0,14.0,
"Cease, Dylan",656302,2025,74.0,81.0,74.0,66.0,68.0,20.0,45.0,60.0,34,72.0,89.0,20.0,95.0,80.0,,74.0,88.0,96.0,75.0
"Klein, Will",694361,2025,,,,,,,,,80,,,,,,,,94.0,30.0,15.0
"Heaney, Andrew",571760,2025,5.0,4.0,5.0,11.0,6.0,14.0,19.0,26.0,9,23.0,7.0,61.0,11.0,57.0,,5.0,4.0,74.0,57.0
"Assad, Javier",665871,2025,,,,,,,,,56,,,,,,,,18.0,1.0,
"Sandlin, Nick",680704,2025,,,,,,,,,53,,,,,,,,12.0,62.0,
"Akin, Keegan",669211,2025,19.0,52.0,22.0,13.0,18.0,55.0,24.0,45.0,61,40.0,45.0,5.0,52.0,72.0,,19.0,39.0,74.0,
"Orze, Eric",679358,2025,,,,,,,,,48,,,,,,,,43.0,41.0,
"Webb, Jacob",657097,2025,83.0,78.0,71.0,64.0,84.0,81.0,85.0,95.0,14,89.0,43.0,67.0,69.0,74.0,,83.0,33.0,90.0,
"Liberatore, Matthew",669461,2025,15.0,9.0,12.0,18.0,33.0,3.0,14.0,14.0,17,45.0,22.0,82.0,13.0,65.0,,15.0,43.0,11.0,92.0
"Curvelo, Luis",681168,2025,,,,,,,,,67,,,,,,,,77.0,75.0,
"Rodriguez, Carlos",692230,2025,,,,,,,,,70,,,,,,,,43.0,38.0,
"Palmquist, Carson",687223,2025,,,,,,,,,60,,,,,,,,7.0,19.0,
"Sabrowski, Erik",681870,2025,,,,,,,,,69,,,,,,,,43.0,99.0,70.0
"Santillan, Tony",663574,2025,32.0,42.0,45.0,51.0,23.0,59.0,49.0,2.0,18,12.0,68.0,22.0,63.0,14.0,,32.0,82.0,68.0,
"Anderson, Tyler",542881,2025,12.0,26.0,8.0,4.0,24.0,7.0,10.0,80.0,6,80.0,13.0,25.0,49.0,68.0,,12.0,2.0,23.0,
"Santana, Dennis",642701,2025,72.0,78.0,47.0,22.0,88.0,46.0,16.0,60.0,34,73.0,47.0,79.0,66.0,96.0,,72.0,56.0,84.0,
"Lord, Brad",695418,2025,17.0,11.0,24.0,42.0,21.0,33.0,69.0,69.0,11,38.0,28.0,51.0,18.0,16.0,,17.0,53.0,54.0,
"Saalfrank, Andrew",685314,2025,,,,,,,,,68,,,,,,,,3.0,57.0,7.0
"Eisert, Brandon",685126,2025,42.0,52.0,33.0,27.0,47.0,48.0,30.0,84.0,48,77.0,61.0,44.0,91.0,80.0,,42.0,3.0,6.0,
"Fernandez, Ryan",681676,2025,,,,,,,,,56,,,,,,,,64.0,29.0,
"Backhus, Kyle",679775,2025,,,,,,,,,74,,,,,,,,9.0,42.0,
"Martin, Davis",663436,2025,11.0,9.0,11.0,17.0,12.0,12.0,24.0,11.0,15,17.0,13.0,48.0,20.0,43.0,,11.0,39.0,80.0,79.0
"Chapman, Aroldis",547973,2025,100.0,99.0,99.0,94.0,99.0,95.0,89.0,62.0,78,80.0,99.0,74.0,97.0,96.0,,100.0,98.0,87.0,
"Seymour, Carson",693313,2025,,,,,,,,,18,,,,,,,,82.0,46.0,
"Strowd, Kade",669704,2025,,,,,,,,,52,,,,,,,,77.0,54.0,92.0
"Thompson, Mason",666168,2025,,,,,,,,,39,,,,,,,,60.0,26.0,
"Wicks, Jordan",696136,2025,,,,,,,,,65,,,,,,,,47.0,54.0,
"Garcia, Rico",670329,2025,,,,,,,,,48,,,,,,,,69.0,92.0,55.0
"Holmes, Grant",656550,2025,24.0,49.0,37.0,32.0,16.0,28.0,20.0,29.0,10,37.0,69.0,11.0,80.0,55.0,,24.0,52.0,61.0,88.0
"Kriske, Brooks",621139,2025,,,,,,,,,62,,,,,,,,33.0,47.0,
"Hatch, Thomas",641672,2025,,,,,,,,,8,,,,,,,,32.0,88.0,
"Burnes, Corbin",669203,2025,53.0,68.0,60.0,53.0,50.0,67.0,53.0,44.0,28,41.0,58.0,20.0,53.0,86.0,,53.0,71.0,92.0,82.0
"Seymour, Ian",693855,2025,52.0,54.0,61.0,66.0,54.0,81.0,69.0,65.0,71,70.0,78.0,51.0,63.0,23.0,,52.0,12.0,25.0,
"Roupp, Landen",694738,2025,37.0,35.0,42.0,49.0,31.0,32.0,41.0,73.0,10,82.0,41.0,25.0,51.0,55.0,,37.0,26.0,10.0,95.0
"Seabold, Connor",657756,2025,,,,,,,,,76,,,,,,,,21.0,22.0,
"Lee, Dylan",669276,2025,91.0,89.0,64.0,32.0,98.0,51.0,19.0,87.0,34,93.0,87.0,92.0,95.0,82.0,,91.0,46.0,70.0,
"Gray, Jon",592351,2025,,,,,,,,,12,,,,,,,,58.0,4.0,
"Severino, Luis",622663,2025,21.0,14.0,36.0,63.0,14.0,28.0,83.0,75.0,40,37.0,14.0,67.0,6.0,25.0,,21.0,76.0,31.0,
"Suter, Brent",608718,2025,42.0,30.0,28.0,31.0,61.0,55.0,60.0,99.0,53,96.0,18.0,82.0,18.0,18.0,,42.0,1.0,32.0,
"Adam, Jason",592094,2025,94.0,95.0,95.0,91.0,85.0,76.0,72.0,62.0,65,69.0,74.0,28.0,94.0,87.0,,94.0,53.0,98.0,
"Pearson, Nate",663878,2025,,,,,,,,,52,,,,,,,,93.0,51.0,
"Strahm, Matt",621381,2025,94.0,94.0,89.0,77.0,93.0,95.0,95.0,45.0,41,67.0,81.0,53.0,37.0,93.0,,94.0,20.0,93.0,
"Whitlock, Garrett",676477,2025,93.0,91.0,94.0,92.0,86.0,62.0,44.0,69.0,1,82.0,93.0,44.0,93.0,97.0,,93.0,75.0,26.0,
"Turnbull, Spencer",605513,2025,,,,,,,,,80,,,,,,,,10.0,88.0,
"Santos, Gregory",666619,2025,,,,,,,,,84,,,,,,,,89.0,77.0,
"Gausman, Kevin",592332,2025,61.0,52.0,43.0,39.0,75.0,9.0,47.0,47.0,5,43.0,63.0,76.0,59.0,85.0,,61.0,52.0,42.0,
"Aldegheri, Sam",691951,2025,,,,,,,,,76,,,,,,,,13.0,69.0,
"Petty, Chase",695534,2025,,,,,,,,,32,,,,,,,,76.0,37.0,
"Burns, Chase",695505,2025,,,,,,,,,61,,,,,,,,97.0,98.0,
"Dobbins, Hunter",690928,2025,51.0,46.0,36.0,32.0,67.0,72.0,75.0,47.0,53,40.0,14.0,74.0,22.0,43.0,,51.0,69.0,72.0,34.0
"Harrington, Thomas",802419,2025,,,,,,,,,48,,,,,,,,16.0,8.0,
"King, Michael",650633,2025,35.0,60.0,28.0,16.0,55.0,41.0,7.0,84.0,32,68.0,66.0,41.0,54.0,36.0,,35.0,29.0,62.0,
"Sasaki, Roki",808963,2025,,,,,,,,,32,,,,,,,,79.0,8.0,
"Bowden, Ben",641386,2025,,,,,,,,,87,,,,,,,,33.0,83.0,
"Pérez, Martín",527048,2025,7.0,33.0,5.0,1.0,24.0,39.0,1.0,78.0,38,59.0,26.0,22.0,17.0,11.0,,7.0,3.0,4.0,29.0
"Veneziano, Anthony",685107,2025,,,,,,,,,21,,,,,,,,37.0,56.0,
"Horton, Cade",690990,2025,53.0,56.0,43.0,38.0,67.0,25.0,21.0,38.0,6,45.0,33.0,69.0,54.0,65.0,,53.0,72.0,91.0,51.0
"Moreta, Dauri",664294,2025,,,,,,,,,89,,,,,,,,53.0,58.0,
"Pressly, Ryan",519151,2025,,,,,,,,,11,,,,,,,,33.0,95.0,99.0
"Thielbar, Caleb",573204,2025,98.0,91.0,93.0,86.0,98.0,85.0,78.0,82.0,25,97.0,73.0,85.0,62.0,88.0,,98.0,26.0,65.0,57.0
"Lorenzen, Michael",547179,2025,21.0,18.0,17.0,20.0,45.0,18.0,43.0,47.0,3,61.0,37.0,76.0,33.0,48.0,,21.0,35.0,46.0,44.0
"Daniel, Davis",669721,2025,,,,,,,,,75,,,,,,,,4.0,12.0,
"Ferguson, Tyler",621053,2025,61.0,84.0,85.0,78.0,22.0,85.0,79.0,89.0,38,97.0,45.0,1.0,55.0,43.0,,61.0,53.0,43.0,
"Sale, Chris",519242,2025,92.0,86.0,93.0,90.0,89.0,48.0,81.0,92.0,4,86.0,95.0,79.0,83.0,89.0,,92.0,58.0,40.0,
"Yamamoto, Yoshinobu",808967,2025,95.0,92.0,96.0,93.0,89.0,39.0,87.0,75.0,3,57.0,89.0,38.0,76.0,66.0,,95.0,66.0,29.0,77.0
"Smith, Shane",681343,2025,49.0,64.0,63.0,57.0,39.0,34.0,76.0,22.0,5,13.0,57.0,26.0,70.0,14.0,,49.0,72.0,38.0,8.0
"Molina, Anthony",683627,2025,,,,,,,,,7,,,,,,,,71.0,17.0,8.0
"Ginkel, Kevin",656464,2025,,,,,,,,,6,,,,,,,,60.0,81.0,
"Gilbert, Logan",669302,2025,86.0,85.0,70.0,49.0,94.0,33.0,45.0,10.0,36,40.0,94.0,86.0,93.0,76.0,,86.0,67.0,12.0,6.0
"Thornton, Trent",663423,2025,,,,,,,,,52,,,,,,,,50.0,88.0,97.0
"Harris, Hogan",663687,2025,56.0,49.0,78.0,91.0,16.0,85.0,88.0,80.0,46,96.0,57.0,7.0,29.0,7.0,,56.0,35.0,54.0,61.0
"Bieber, Shane",669456,2025,,,,,,,,,40,,,,,,,,23.0,83.0,45.0
"VanWey, Logan",701121,2025,,,,,,,,,94,,,,,,,,24.0,46.0,
"Davis, Noah",663562,2025,,,,,,,,,50,,,,,,,,52.0,32.0,
"Skubal, Tarik",669373,2025,95.0,85.0,84.0,72.0,98.0,18.0,53.0,97.0,19,95.0,94.0,97.0,92.0,97.0,,95.0,91.0,56.0,40.0
"Carrasco, Carlos",471911,2025,7.0,5.0,11.0,22.0,9.0,55.0,14.0,11.0,64,27.0,7.0,48.0,26.0,10.0,,7.0,9.0,11.0,49.0
"Reynolds, Sean",669308,2025,,,,,,,,,60,,,,,,,,77.0,87.0,
"Varland, Louis",686973,2025,47.0,30.0,53.0,66.0,49.0,51.0,36.0,26.0,34,23.0,71.0,63.0,65.0,86.0,,47.0,95.0,19.0,23.0
"Finnegan, Kyle",640448,2025,84.0,70.0,87.0,92.0,73.0,76.0,60.0,19.0,56,27.0,59.0,51.0,44.0,40.0,,84.0,82.0,36.0,
"Parker, Mitchell",680730,2025,2.0,1.0,3.0,10.0,4.0,2.0,26.0,1.0,10,1.0,3.0,48.0,10.0,59.0,,2.0,28.0,20.0,11.0
"Peralta, Sammy",671111,2025,,,,,,,,,56,,,,,,,,2.0,24.0,
"González, Wikelman",682790,2025,,,,,,,,,88,,,,,,,,63.0,82.0,
"Helsley, Ryan",664854,2025,49.0,46.0,53.0,58.0,38.0,76.0,64.0,7.0,47,40.0,69.0,19.0,79.0,79.0,,49.0,99.0,96.0,42.0
"Baker, Bryan",641329,2025,47.0,60.0,19.0,7.0,84.0,43.0,1.0,14.0,61,3.0,91.0,82.0,77.0,72.0,,47.0,86.0,50.0,
"Tong, Jonah",804636,2025,,,,,,,,,28,,,,,,,,64.0,44.0,
"Pfaadt, Brandon",694297,2025,9.0,4.0,5.0,10.0,23.0,1.0,10.0,10.0,14,11.0,24.0,95.0,23.0,74.0,,9.0,33.0,92.0,69.0
"Phillips, Connor",683175,2025,,,,,,,,,72,,,,,,,,96.0,97.0,
"Stratton, Hunter",676702,2025,,,,,,,,,77,,,,,,,,77.0,93.0,
"Faucher, Calvin",676534,2025,31.0,16.0,59.0,84.0,11.0,93.0,93.0,85.0,28,91.0,54.0,26.0,36.0,6.0,,31.0,76.0,80.0,94.0
"Williams, Trevor",592866,2025,22.0,7.0,24.0,53.0,35.0,39.0,49.0,33.0,7,48.0,13.0,89.0,11.0,28.0,,22.0,1.0,22.0,
"Lodolo, Nick",666157,2025,72.0,68.0,58.0,49.0,83.0,21.0,53.0,62.0,12,50.0,62.0,95.0,68.0,91.0,,72.0,41.0,52.0,50.0
