"last_name, first_name",player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,era,xera,era_minus_xera_diff
"Valdez, Framber",664285,2024,703,473,0.221,0.232,-0.011,0.323,0.349,-0.0259999999999999,0.272,0.292,-0.0199999999999999,2.91,3.44,-0.531
"Sale, Chris",519242,2024,702,430,0.216,0.211,0.005,0.319,0.323,-0.004,0.26,0.263,-0.003,2.38,2.77,-0.389
"Bello, Brayan",678394,2024,702,474,0.252,0.254,-0.002,0.394,0.405,-0.011,0.319,0.331,-0.012,4.49,4.52,-0.029
"Morton, Charlie",450203,2024,701,451,0.251,0.242,0.009,0.427,0.415,0.012,0.335,0.331,0.004,4.19,4.52,-0.328
"Gomber, Austin",596295,2024,696,541,0.273,0.275,-0.002,0.482,0.501,-0.019,0.339,0.35,-0.0109999999999999,4.75,5.13,-0.385
"Eovaldi, Nathan",543135,2024,696,481,0.229,0.244,-0.0149999999999999,0.386,0.398,-0.012,0.291,0.309,-0.018,3.8,3.88,-0.083
"Imanaga, Shota",684007,2024,694,489,0.225,0.231,-0.006,0.385,0.398,-0.013,0.279,0.288,-0.0089999999999999,2.91,3.34,-0.432
"Heaney, Andrew",571760,2024,693,481,0.251,0.251,0.0,0.41,0.442,-0.032,0.312,0.328,-0.016,4.28,4.43,-0.155
"Feltner, Ryan",663372,2024,692,495,0.263,0.254,0.009,0.408,0.423,-0.015,0.32,0.326,-0.006,4.49,4.37,0.121
"Civale, Aaron",650644,2024,689,482,0.252,0.241,0.011,0.44,0.408,0.032,0.327,0.315,0.012,4.36,4.05,0.31
"Wacha, Michael",608379,2024,685,489,0.246,0.249,-0.003,0.387,0.415,-0.0279999999999999,0.3,0.314,-0.014,3.35,4.02,-0.672
"Eflin, Zach",621107,2024,684,523,0.254,0.248,0.006,0.404,0.417,-0.0129999999999999,0.297,0.303,-0.006,3.59,3.72,-0.127
"Blanco, Ronel",669854,2024,676,439,0.19,0.224,-0.034,0.354,0.398,-0.044,0.276,0.311,-0.0349999999999999,2.8,3.94,-1.143
"Stroman, Marcus",573186,2024,675,493,0.277,0.268,0.009,0.431,0.437,-0.006,0.341,0.343,-0.002,4.31,4.9,-0.594
"Taillon, Jameson",592791,2024,675,515,0.243,0.254,-0.011,0.387,0.428,-0.0409999999999999,0.289,0.314,-0.025,3.27,4.02,-0.754
"Gray, Sonny",543243,2024,671,425,0.228,0.235,-0.0069999999999999,0.401,0.401,0.0,0.292,0.3,-0.008,3.84,3.64,0.202
"Littell, Zack",641793,2024,656,478,0.265,0.261,0.004,0.426,0.449,-0.023,0.317,0.326,-0.009,3.63,4.37,-0.743
"Quantrill, Cal",615698,2024,656,466,0.273,0.271,0.002,0.461,0.444,0.017,0.358,0.355,0.003,4.97,5.3,-0.325
"Montas, Frankie",593423,2024,655,434,0.243,0.244,-0.001,0.42,0.438,-0.018,0.325,0.336,-0.011,4.84,4.68,0.158
"Spence, Mitch",687765,2024,651,475,0.276,0.248,0.028,0.455,0.419,0.036,0.34,0.318,0.022,4.58,4.14,0.439
"Flaherty, Jack",656427,2024,649,413,0.223,0.232,-0.009,0.388,0.389,-0.001,0.288,0.296,-0.008,3.17,3.54,-0.373
"Parker, Mitchell",680730,2024,646,468,0.259,0.255,0.004,0.408,0.443,-0.035,0.311,0.326,-0.015,4.29,4.37,-0.079
"Assad, Javier",665871,2024,638,445,0.254,0.259,-0.005,0.422,0.445,-0.023,0.33,0.344,-0.0139999999999999,3.73,4.93,-1.195
"Gil, Luis",661563,2024,637,380,0.189,0.205,-0.0159999999999999,0.345,0.363,-0.018,0.288,0.304,-0.016,3.5,3.75,-0.249
"Arrighetti, Spencer",681293,2024,632,389,0.25,0.227,0.0229999999999999,0.424,0.393,0.0309999999999999,0.332,0.314,0.018,4.53,4.02,0.511
"Lively, Ben",594902,2024,632,460,0.241,0.239,0.002,0.419,0.412,0.007,0.315,0.314,0.001,3.81,4.02,-0.205
"Nelson, Ryne",669194,2024,630,464,0.266,0.263,0.003,0.446,0.419,0.027,0.322,0.316,0.006,4.24,4.08,0.161
"Suarez, Ranger",624133,2024,626,434,0.243,0.248,-0.005,0.379,0.371,0.008,0.297,0.3,-0.003,3.46,3.64,-0.175
"Waldron, Matt",663362,2024,625,440,0.255,0.244,0.011,0.43,0.413,0.017,0.323,0.316,0.007,4.91,4.08,0.829
"Gallen, Zac",668678,2024,621,407,0.237,0.242,-0.005,0.376,0.39,-0.014,0.301,0.311,-0.01,3.65,3.94,-0.291
"Greene, Hunter",668881,2024,611,366,0.183,0.188,-0.005,0.298,0.314,-0.016,0.265,0.276,-0.011,2.75,3.06,-0.306
"Pivetta, Nick",601713,2024,595,386,0.231,0.217,0.014,0.439,0.412,0.027,0.306,0.292,0.014,4.14,3.44,0.7
"Crochet, Garrett",676979,2024,595,348,0.222,0.201,0.0209999999999999,0.371,0.35,0.021,0.28,0.267,0.013,3.58,2.86,0.715
"Pérez, Martín",527048,2024,590,429,0.283,0.274,0.0089999999999999,0.46,0.485,-0.0249999999999999,0.351,0.359,-0.008,4.53,5.44,-0.907
"Falter, Bailey",663559,2024,589,445,0.26,0.264,-0.004,0.424,0.465,-0.041,0.32,0.34,-0.02,4.43,4.8,-0.374
"Abbott, Andrew",671096,2024,586,418,0.24,0.231,0.0089999999999999,0.439,0.411,0.028,0.323,0.312,0.011,3.72,3.97,-0.253
"Stone, Gavin",694813,2024,580,425,0.248,0.253,-0.005,0.402,0.407,-0.0049999999999999,0.304,0.312,-0.008,3.53,3.97,-0.443
"Bradley, Taj",671737,2024,578,373,0.235,0.227,0.0079999999999999,0.408,0.426,-0.018,0.308,0.318,-0.01,4.11,4.14,-0.031
"Martinez, Nick",607259,2024,570,430,0.237,0.242,-0.005,0.377,0.373,0.004,0.279,0.283,-0.0039999999999999,3.1,3.22,-0.122
"Myers, Tobias",668964,2024,569,401,0.242,0.248,-0.006,0.387,0.422,-0.0349999999999999,0.297,0.317,-0.02,3.0,4.11,-1.11
"Woods Richardson, Simeon",680573,2024,569,401,0.246,0.236,0.01,0.385,0.406,-0.021,0.305,0.315,-0.01,4.17,4.05,0.125
"Hendricks, Kyle",543294,2024,567,434,0.286,0.273,0.0129999999999999,0.442,0.431,0.011,0.339,0.339,0.0,5.92,4.77,1.153
"Suárez, Albert",544150,2024,565,411,0.255,0.241,0.014,0.425,0.42,0.005,0.32,0.316,0.004,3.7,4.08,-0.377
"Rogers, Trevor",669432,2024,562,405,0.285,0.272,0.0129999999999999,0.458,0.442,0.016,0.35,0.349,0.001,4.92,5.1,-0.178
"Ortiz, Luis",682847,2024,556,398,0.218,0.238,-0.0199999999999999,0.372,0.433,-0.061,0.287,0.324,-0.037,3.32,4.31,-0.993
"Steele, Justin",657006,2024,555,379,0.219,0.212,0.007,0.336,0.317,0.019,0.271,0.265,0.006,3.07,2.81,0.264
"Kremer, Dean",665152,2024,553,376,0.223,0.238,-0.0149999999999999,0.371,0.435,-0.064,0.294,0.331,-0.037,4.09,4.52,-0.425
"Marsh, Alec",679525,2024,548,374,0.249,0.261,-0.012,0.434,0.461,-0.027,0.325,0.343,-0.018,4.54,4.9,-0.365
"López, Reynaldo",625643,2024,543,351,0.22,0.238,-0.0179999999999999,0.333,0.402,-0.069,0.271,0.31,-0.0389999999999999,1.99,3.91,-1.92
"Estes, Joey",683155,2024,543,414,0.259,0.243,0.016,0.473,0.468,0.0049999999999999,0.333,0.328,0.005,5.0,4.43,0.575
"Pepiot, Ryan",686752,2024,539,341,0.212,0.214,-0.002,0.364,0.379,-0.015,0.29,0.298,-0.008,3.6,3.59,0.01
"Ryan, Joe",657746,2024,538,363,0.217,0.207,0.01,0.4,0.365,0.035,0.282,0.268,0.0139999999999999,3.6,2.88,0.72
"Lorenzen, Michael",547179,2024,535,373,0.216,0.24,-0.0239999999999999,0.372,0.423,-0.0509999999999999,0.303,0.332,-0.029,3.31,4.55,-1.235
"Montgomery, Jordan",656756,2024,532,402,0.312,0.284,0.028,0.496,0.452,0.0439999999999999,0.37,0.35,0.02,6.23,5.13,1.101
"Harrison, Kyle",690986,2024,532,365,0.263,0.255,0.008,0.433,0.444,-0.011,0.33,0.341,-0.011,4.56,4.84,-0.28
"Glasnow, Tyler",607192,2024,522,317,0.19,0.193,-0.003,0.347,0.332,0.0149999999999999,0.258,0.257,0.001,3.49,2.64,0.853
"Cannon, Jonathan",686563,2024,522,386,0.263,0.256,0.007,0.44,0.426,0.014,0.332,0.328,0.004,4.49,4.43,0.058
"Skenes, Paul",694973,2024,514,306,0.198,0.191,0.007,0.295,0.302,-0.007,0.247,0.25,-0.003,1.96,2.5,-0.538
"Lynn, Lance",458681,2024,511,354,0.247,0.257,-0.01,0.402,0.461,-0.059,0.314,0.342,-0.028,3.83,4.87,-1.035
"Peterson, David",656849,2024,510,356,0.243,0.259,-0.016,0.349,0.407,-0.0579999999999999,0.299,0.333,-0.034,2.9,4.58,-1.679
"Pallante, Andre",669467,2024,509,365,0.24,0.231,0.0089999999999999,0.338,0.333,0.005,0.293,0.293,0.0,3.78,3.47,0.313
"Jones, Jared",683003,2024,504,328,0.232,0.229,0.003,0.432,0.41,0.022,0.314,0.312,0.002,4.14,3.97,0.172
"Schwellenbach, Spencer",680885,2024,500,344,0.226,0.238,-0.0119999999999999,0.391,0.38,0.011,0.286,0.291,-0.005,3.35,3.42,-0.072
"Lodolo, Nick",666157,2024,493,316,0.231,0.223,0.008,0.38,0.361,0.019,0.309,0.301,0.008,4.76,3.67,1.09
"Irvin, Cole",608344,2024,492,379,0.293,0.285,0.008,0.498,0.519,-0.021,0.357,0.366,-0.009,5.11,5.7,-0.592
"Rodriguez, Grayson",680570,2024,491,320,0.243,0.229,0.0139999999999999,0.405,0.396,0.009,0.31,0.303,0.007,3.86,3.72,0.137
"Freeland, Kyle",607536,2024,490,378,0.291,0.274,0.0169999999999999,0.507,0.488,0.019,0.357,0.345,0.012,5.24,4.97,0.271
"Maeda, Kenta",628317,2024,485,352,0.281,0.254,0.027,0.491,0.431,0.06,0.351,0.326,0.0249999999999999,6.09,4.37,1.719
"Hicks, Jordan",663855,2024,481,329,0.265,0.251,0.014,0.414,0.425,-0.011,0.336,0.338,-0.002,4.1,4.74,-0.637
"Woo, Bryan",693433,2024,472,355,0.211,0.22,-0.009,0.337,0.351,-0.0139999999999999,0.249,0.263,-0.014,2.89,2.77,0.123
"Soriano, José",667755,2024,468,316,0.224,0.24,-0.0159999999999999,0.329,0.379,-0.0499999999999999,0.287,0.319,-0.032,3.42,4.16,-0.735
"Olson, Reese",681857,2024,465,327,0.238,0.245,-0.007,0.347,0.366,-0.019,0.282,0.299,-0.017,3.52,3.62,-0.095
"Ureña, José",570632,2024,463,350,0.254,0.256,-0.002,0.399,0.42,-0.0209999999999999,0.314,0.327,-0.013,3.8,4.4,-0.602
"Alexander, Tyler",641302,2024,455,336,0.263,0.256,0.007,0.48,0.474,0.006,0.335,0.335,0.0,5.1,4.64,0.459
"Mize, Casey",663554,2024,452,343,0.29,0.283,0.007,0.436,0.44,-0.004,0.335,0.338,-0.003,4.49,4.74,-0.255
"Carrasco, Carlos",471911,2024,447,320,0.276,0.257,0.019,0.505,0.443,0.062,0.36,0.335,0.0249999999999999,5.64,4.64,1.003
"Wilson, Bryse",669060,2024,442,325,0.252,0.275,-0.023,0.432,0.486,-0.0539999999999999,0.323,0.355,-0.0319999999999999,4.04,5.3,-1.259
"Gray, Jon",592351,2024,439,325,0.262,0.272,-0.01,0.404,0.447,-0.0429999999999999,0.309,0.332,-0.023,4.47,4.55,-0.079
"Paxton, James",572020,2024,437,313,0.251,0.253,-0.002,0.404,0.416,-0.0119999999999999,0.324,0.339,-0.015,4.39,4.77,-0.375
"Allen, Logan",671106,2024,432,308,0.295,0.271,0.0239999999999999,0.551,0.502,0.049,0.39,0.369,0.021,5.73,5.81,-0.077
"Vásquez, Randy",681190,2024,431,333,0.304,0.301,0.003,0.473,0.499,-0.026,0.36,0.371,-0.011,4.87,5.88,-1.013
"Criswell, Cooper",681867,2024,424,313,0.273,0.26,0.013,0.422,0.409,0.013,0.327,0.324,0.003,4.08,4.31,-0.233
"Dunning, Dane",641540,2024,421,284,0.26,0.257,0.003,0.461,0.47,-0.0089999999999999,0.347,0.349,-0.002,5.3,5.1,0.205
"Snell, Blake",605483,2024,418,228,0.174,0.177,-0.003,0.263,0.283,-0.0199999999999999,0.241,0.252,-0.011,3.12,2.54,0.575
"Cabrera, Edward",665795,2024,417,256,0.227,0.241,-0.0139999999999999,0.391,0.423,-0.0319999999999999,0.317,0.337,-0.02,4.95,4.71,0.242
"Montero, Keider",672456,2024,412,301,0.265,0.282,-0.0169999999999999,0.463,0.464,-0.001,0.341,0.352,-0.0109999999999999,4.76,5.2,-0.441
"Spiers, Carson",686730,2024,410,298,0.297,0.254,0.0429999999999999,0.536,0.476,0.06,0.379,0.34,0.0389999999999999,5.46,4.8,0.66
"Musgrove, Joe",605397,2024,410,276,0.251,0.245,0.006,0.419,0.43,-0.011,0.317,0.324,-0.007,3.88,4.31,-0.427
"Francis, Bowden",670102,2024,408,287,0.196,0.217,-0.0209999999999999,0.371,0.391,-0.02,0.272,0.291,-0.0189999999999999,3.3,3.42,-0.121
"Hudson, Dakota",641712,2024,404,300,0.286,0.289,-0.003,0.436,0.459,-0.023,0.36,0.374,-0.014,6.17,6.0,0.169
"Yarbrough, Ryan",642232,2024,398,289,0.201,0.243,-0.0419999999999999,0.325,0.395,-0.07,0.273,0.322,-0.0489999999999999,3.19,4.25,-1.057
"Verlander, Justin",434378,2024,396,289,0.274,0.229,0.045,0.45,0.396,0.0539999999999999,0.337,0.304,0.033,5.48,3.75,1.73
"Detmers, Reid",672282,2024,391,242,0.282,0.226,0.0559999999999999,0.511,0.408,0.103,0.37,0.315,0.0549999999999999,6.7,4.05,2.648
"Cole, Gerrit",543037,2024,390,256,0.22,0.223,-0.003,0.358,0.385,-0.027,0.286,0.3,-0.014,3.41,3.64,-0.229
"Paddack, Chris",663978,2024,384,283,0.283,0.27,0.0129999999999999,0.444,0.48,-0.0359999999999999,0.332,0.342,-0.01,4.99,4.87,0.122
"Herz, DJ",687792,2024,382,236,0.224,0.207,0.017,0.359,0.352,0.007,0.294,0.286,0.008,4.16,3.29,0.872
"Walker, Taijuan",592836,2024,381,283,0.317,0.291,0.026,0.589,0.564,0.025,0.413,0.398,0.0149999999999999,7.1,6.98,0.12
"Stripling, Ross",548389,2024,381,309,0.309,0.291,0.018,0.453,0.45,0.003,0.344,0.34,0.0039999999999999,6.01,4.8,1.212
"Fulmer, Carson",608334,2024,379,252,0.246,0.247,-0.001,0.419,0.443,-0.024,0.326,0.338,-0.012,4.15,4.74,-0.586
"Muñoz, Roddery",682610,2024,379,262,0.272,0.275,-0.003,0.575,0.555,0.0199999999999999,0.393,0.393,0.0,6.53,6.77,-0.238
"Rodríguez, Yariel",684320,2024,368,239,0.229,0.228,0.001,0.387,0.372,0.015,0.312,0.31,0.002,4.46,3.91,0.555
"Yamamoto, Yoshinobu",808967,2024,368,240,0.229,0.232,-0.003,0.365,0.367,-0.002,0.278,0.292,-0.0139999999999999,3.0,3.44,-0.44
"Weathers, Ryan",677960,2024,367,254,0.236,0.24,-0.004,0.39,0.412,-0.0219999999999999,0.303,0.318,-0.015,3.63,4.14,-0.505
"Law, Derek",571882,2024,365,264,0.246,0.257,-0.011,0.348,0.368,-0.02,0.282,0.303,-0.021,2.6,3.72,-1.12
"Liberatore, Matthew",669461,2024,358,252,0.251,0.248,0.003,0.415,0.425,-0.01,0.313,0.32,-0.007,4.39,4.19,0.205
"Holton, Tyler",663947,2024,354,256,0.173,0.212,-0.039,0.279,0.335,-0.0559999999999999,0.221,0.263,-0.042,2.19,2.77,-0.576
"Schmidt, Clarke",657376,2024,353,221,0.23,0.224,0.006,0.356,0.36,-0.004,0.296,0.304,-0.008,2.85,3.75,-0.902
"Sandoval, Patrick",663776,2024,353,234,0.272,0.257,0.015,0.401,0.399,0.002,0.329,0.325,0.004,5.08,4.34,0.744
"Avila, Pedro",658648,2024,353,231,0.239,0.259,-0.02,0.369,0.412,-0.0429999999999999,0.304,0.334,-0.03,3.81,4.61,-0.8
"Povich, Cade",700249,2024,352,246,0.256,0.229,0.0269999999999999,0.454,0.411,0.043,0.339,0.316,0.023,5.2,4.08,1.117
"Ashcraft, Graham",668933,2024,350,260,0.282,0.275,0.0069999999999999,0.434,0.444,-0.01,0.342,0.349,-0.0069999999999999,5.24,5.1,0.137
"Soroka, Michael",647336,2024,347,216,0.224,0.234,-0.01,0.415,0.407,0.008,0.324,0.332,-0.008,4.75,4.55,0.195
"Buehler, Walker",621111,2024,344,246,0.289,0.26,0.0289999999999999,0.506,0.432,0.074,0.37,0.336,0.0339999999999999,5.38,4.68,0.696
"McKenzie, Triston",663474,2024,340,215,0.24,0.237,0.003,0.479,0.488,-0.009,0.359,0.36,-0.001,5.12,5.48,-0.365
"Tonkin, Michael",543859,2024,340,217,0.236,0.251,-0.015,0.35,0.399,-0.049,0.296,0.324,-0.028,3.63,4.31,-0.68
"Cecconi, Slade",677944,2024,338,253,0.294,0.252,0.0419999999999999,0.527,0.461,0.066,0.366,0.33,0.0359999999999999,6.66,4.49,2.172
"Hjelle, Sean",663546,2024,337,243,0.268,0.247,0.021,0.398,0.386,0.012,0.306,0.297,0.009,3.9,3.57,0.335
"Megill, Tylor",656731,2024,337,209,0.235,0.233,0.0019999999999999,0.372,0.399,-0.027,0.304,0.318,-0.014,4.04,4.14,-0.102
"Winckowski, Josh",670174,2024,336,246,0.272,0.26,0.012,0.423,0.41,0.013,0.327,0.322,0.005,4.14,4.25,-0.105
"Williams, Gavin",668909,2024,332,218,0.246,0.246,0.0,0.396,0.395,0.001,0.315,0.318,-0.003,4.86,4.14,0.715
"Weaver, Luke",596133,2024,331,198,0.176,0.197,-0.021,0.334,0.37,-0.0359999999999999,0.256,0.286,-0.0299999999999999,2.89,3.29,-0.397
"Darvish, Yu",506433,2024,331,228,0.217,0.226,-0.009,0.387,0.392,-0.005,0.286,0.298,-0.012,3.31,3.59,-0.284
"Blach, Ty",621389,2024,330,270,0.342,0.312,0.03,0.585,0.575,0.01,0.413,0.402,0.0109999999999999,6.94,7.16,-0.221
"Abreu, Bryan",650556,2024,325,184,0.207,0.196,0.0109999999999999,0.344,0.337,0.0069999999999999,0.288,0.284,0.004,3.1,3.25,-0.148
"Shuster, Jared",694363,2024,321,232,0.261,0.265,-0.004,0.41,0.428,-0.018,0.324,0.335,-0.011,4.29,4.64,-0.345
"Ross, Joe",605452,2024,321,224,0.251,0.238,0.013,0.359,0.395,-0.036,0.299,0.312,-0.013,3.77,3.97,-0.2
"Vodnik, Victor",680767,2024,320,217,0.257,0.254,0.003,0.382,0.428,-0.0459999999999999,0.322,0.342,-0.02,4.28,4.87,-0.594
"Baz, Shane",669358,2024,319,219,0.2,0.217,-0.0169999999999999,0.319,0.381,-0.062,0.266,0.3,-0.0339999999999999,3.06,3.64,-0.577
"Blackburn, Paul",621112,2024,316,233,0.262,0.264,-0.002,0.441,0.439,0.002,0.329,0.333,-0.004,4.66,4.58,0.079
"Birdsong, Hayden",806185,2024,315,180,0.216,0.229,-0.013,0.39,0.414,-0.0239999999999999,0.321,0.336,-0.015,4.75,4.68,0.07
"Akin, Keegan",669211,2024,313,195,0.193,0.18,0.013,0.347,0.32,0.0269999999999999,0.255,0.248,0.007,3.32,2.46,0.858
"Beeks, Jalen",656222,2024,312,227,0.279,0.241,0.038,0.388,0.38,0.008,0.322,0.306,0.016,4.5,3.8,0.7
"Banks, Tanner",621383,2024,310,205,0.249,0.229,0.0199999999999999,0.361,0.35,0.011,0.293,0.288,0.005,3.98,3.34,0.642
"Houser, Adrian",605288,2024,309,228,0.272,0.265,0.007,0.445,0.452,-0.007,0.35,0.352,-0.002,5.84,5.2,0.641
"Martinez, Justin",679885,2024,308,179,0.221,0.216,0.005,0.288,0.288,0.0,0.269,0.277,-0.008,2.48,3.08,-0.603
"Walker, Ryan",676254,2024,308,182,0.179,0.191,-0.012,0.265,0.299,-0.0339999999999999,0.233,0.255,-0.0219999999999999,1.91,2.6,-0.687
"Bradford, Cody",674003,2024,308,224,0.218,0.23,-0.012,0.379,0.409,-0.0299999999999999,0.273,0.292,-0.0189999999999999,3.54,3.44,0.097
"Cronin, Declan",686539,2024,307,204,0.274,0.238,0.036,0.35,0.354,-0.004,0.308,0.298,0.01,4.35,3.59,0.761
"Harris, Hogan",663687,2024,305,208,0.244,0.26,-0.016,0.391,0.441,-0.0499999999999999,0.32,0.347,-0.0269999999999999,2.86,5.03,-2.168
"Wentz, Joey",666214,2024,304,194,0.252,0.22,0.032,0.378,0.353,0.025,0.317,0.301,0.016,4.68,3.67,1.008
