player_name,player_id,year,xwoba,xba,xslg,xiso,xobp,brl,brl_percent,exit_velocity,max_ev,hard_hit_percent,k_percent,bb_percent,whiff_percent,chase_percent,arm_strength,xera,fb_velocity,fb_spin,curve_spin
"Ramírez, Yohan",670990,2020,51.0,98.0,95.0,72.0,9.0,74.0,53.0,81.0,88,89.0,71.0,1.0,72.0,1.0,,51.0,85.0,73.0,
"Ramirez, Nick",598286,2020,,,,,,,,,66,,,,,,,,8.0,6.0,
"Yardley, Eric",642233,2020,63.0,64.0,68.0,69.0,55.0,74.0,81.0,47.0,43,39.0,27.0,32.0,6.0,48.0,,63.0,3.0,11.0,83.0
"Lakins, Travis",664042,2020,22.0,23.0,38.0,50.0,13.0,38.0,23.0,23.0,1,21.0,39.0,24.0,21.0,13.0,,22.0,48.0,44.0,74.0
"Keuchel, Dallas",572971,2020,48.0,15.0,53.0,81.0,42.0,33.0,85.0,77.0,4,84.0,11.0,75.0,30.0,56.0,,48.0,2.0,15.0,
"Waguespack, Jacob",621097,2020,27.0,19.0,52.0,78.0,12.0,74.0,78.0,68.0,24,97.0,16.0,34.0,36.0,21.0,,27.0,35.0,6.0,
"García, Luis",472610,2020,,,,,,,,,21,,,,,,,,91.0,33.0,
"McGowin, Kyle",641851,2020,,,,,,,,,92,,,,,,,,20.0,82.0,
"Speier, Gabe",642100,2020,,,,,,,,,88,,,,,,,,29.0,41.0,
"Rosenthal, Trevor",572096,2020,99.0,99.0,98.0,71.0,99.0,74.0,53.0,14.0,58,25.0,99.0,47.0,96.0,76.0,,99.0,98.0,88.0,
"Thornburg, Tyler",592804,2020,,,,,,,,,95,,,,,,,,45.0,98.0,
"Freeman, Sam",518693,2020,,,,,,,,,90,,,,,,,,60.0,17.0,
"Minter, A.J.",621345,2020,89.0,79.0,90.0,91.0,71.0,88.0,87.0,96.0,73,99.0,73.0,29.0,67.0,56.0,,89.0,84.0,64.0,
"Bieber, Shane",669456,2020,94.0,91.0,83.0,69.0,96.0,19.0,48.0,31.0,13,17.0,98.0,69.0,98.0,94.0,,94.0,64.0,73.0,27.0
"Pressly, Ryan",519151,2020,92.0,79.0,90.0,95.0,81.0,88.0,89.0,26.0,80,19.0,86.0,62.0,93.0,98.0,,92.0,72.0,96.0,99.0
"Gibson, Kyle",502043,2020,14.0,12.0,25.0,44.0,10.0,6.0,48.0,52.0,13,33.0,24.0,34.0,26.0,42.0,,14.0,35.0,31.0,33.0
"Morgan, Adam",605388,2020,,,,,,,,,7,,,,,,,,23.0,60.0,
"Covey, Dylan",592229,2020,,,,,,,,,72,,,,,,,,29.0,5.0,
"Ponce, Cody",664074,2020,,,,,,,,,60,,,,,,,,48.0,95.0,17.0
"López, Yoan",661255,2020,48.0,66.0,25.0,12.0,63.0,56.0,35.0,14.0,31,11.0,18.0,32.0,40.0,65.0,,48.0,82.0,15.0,
"Freeland, Kyle",607536,2020,25.0,11.0,32.0,56.0,23.0,11.0,66.0,68.0,3,57.0,8.0,62.0,13.0,76.0,,25.0,27.0,85.0,37.0
"Fried, Max",608331,2020,90.0,83.0,93.0,96.0,79.0,56.0,92.0,98.0,17,98.0,44.0,51.0,43.0,67.0,,90.0,45.0,15.0,79.0
"Hendricks, Kyle",543294,2020,82.0,52.0,57.0,60.0,94.0,19.0,81.0,87.0,33,81.0,30.0,99.0,38.0,85.0,,82.0,2.0,2.0,82.0
"Williams, Trevor",592866,2020,26.0,26.0,29.0,34.0,32.0,13.0,54.0,70.0,5,56.0,25.0,54.0,31.0,69.0,,26.0,19.0,43.0,19.0
"Marshall, Evan",605359,2020,98.0,85.0,98.0,100.0,94.0,100.0,100.0,51.0,71,67.0,88.0,63.0,88.0,100.0,,98.0,43.0,62.0,70.0
"Thornton, Trent",663423,2020,,,,,,,,,88,,,,,,,,29.0,74.0,
"Bashlor, Tyler",641341,2020,,,,,,,,,67,,,,,,,,80.0,88.0,
"Fulmer, Michael",605242,2020,1.0,1.0,1.0,10.0,1.0,23.0,18.0,10.0,27,13.0,6.0,47.0,7.0,40.0,,1.0,46.0,16.0,
"Montas, Frankie",593423,2020,37.0,40.0,35.0,32.0,42.0,13.0,40.0,54.0,27,59.0,60.0,38.0,64.0,61.0,,37.0,86.0,65.0,
"López, Reynaldo",625643,2020,10.0,34.0,9.0,4.0,19.0,33.0,17.0,8.0,28,17.0,28.0,16.0,17.0,9.0,,10.0,66.0,23.0,
"Eflin, Zach",621107,2020,75.0,63.0,65.0,64.0,83.0,13.0,44.0,65.0,1,76.0,74.0,80.0,32.0,94.0,,75.0,59.0,16.0,29.0
"Howard, Sam",607572,2020,61.0,77.0,67.0,58.0,51.0,88.0,86.0,61.0,25,59.0,80.0,34.0,91.0,88.0,,61.0,29.0,85.0,
"Kintzler, Brandon",445213,2020,40.0,31.0,39.0,45.0,31.0,56.0,56.0,81.0,50,65.0,4.0,26.0,1.0,58.0,,40.0,20.0,3.0,
"Osich, Josh",592612,2020,57.0,49.0,50.0,50.0,64.0,65.0,47.0,90.0,74,44.0,72.0,84.0,47.0,64.0,,57.0,37.0,57.0,
"Castano, Daniel",641447,2020,20.0,7.0,23.0,44.0,20.0,46.0,65.0,29.0,1,46.0,1.0,49.0,9.0,16.0,,20.0,6.0,38.0,
"Colomé, Alex",517008,2020,87.0,76.0,92.0,96.0,73.0,88.0,95.0,65.0,47,75.0,16.0,46.0,77.0,98.0,,87.0,69.0,19.0,
"Bummer, Aaron",607481,2020,,,,,,,,,54,,,,,,,,86.0,9.0,
"Oviedo, Johan",670912,2020,4.0,3.0,7.0,12.0,2.0,38.0,30.0,3.0,25,1.0,5.0,46.0,16.0,8.0,,4.0,75.0,54.0,
"Neris, Héctor",593576,2020,60.0,50.0,73.0,84.0,33.0,65.0,59.0,31.0,68,32.0,64.0,15.0,97.0,77.0,,60.0,60.0,69.0,
"Harper, Ryne",607560,2020,33.0,26.0,26.0,30.0,37.0,38.0,22.0,74.0,54,62.0,47.0,55.0,13.0,59.0,,33.0,5.0,1.0,
"Norris, Daniel",596057,2020,66.0,58.0,46.0,37.0,82.0,46.0,44.0,13.0,25,11.0,54.0,81.0,56.0,59.0,,66.0,39.0,87.0,
"Crochet, Garrett",676979,2020,,,,,,,,,38,,,,,,,,100.0,92.0,
"Lockett, Walker",621141,2020,,,,,,,,,34,,,,,,,,48.0,51.0,64.0
"Bard, Daniel",453268,2020,57.0,59.0,62.0,63.0,42.0,56.0,43.0,19.0,28,6.0,62.0,41.0,64.0,20.0,,57.0,95.0,99.0,
"Eshelman, Thomas",664045,2020,9.0,4.0,5.0,8.0,21.0,19.0,20.0,47.0,14,61.0,1.0,72.0,3.0,49.0,,9.0,1.0,1.0,1.0
"García, Deivi",665620,2020,36.0,17.0,23.0,32.0,57.0,23.0,20.0,29.0,27,33.0,46.0,94.0,23.0,92.0,,36.0,27.0,33.0,69.0
"Chirinos, Yonny",630023,2020,,,,,,,,,11,,,,,,,,51.0,40.0,
"Báez, Pedro",520980,2020,,,,,,,,,74,,,,,,,,69.0,43.0,
"Feyereisen, J.P.",656420,2020,,,,,,,,,88,,,,,,,,51.0,97.0,
"Smith, Josh A.",595001,2020,34.0,26.0,41.0,51.0,28.0,74.0,92.0,65.0,37,86.0,8.0,44.0,21.0,96.0,,34.0,14.0,63.0,86.0
"Woodford, Jake",663765,2020,16.0,21.0,7.0,5.0,51.0,28.0,3.0,22.0,38,27.0,21.0,82.0,13.0,30.0,,16.0,41.0,50.0,47.0
"Márquez, Germán",608566,2020,50.0,30.0,53.0,71.0,51.0,13.0,77.0,42.0,30,29.0,37.0,66.0,47.0,53.0,,50.0,85.0,27.0,75.0
"Castillo, Luis",622491,2020,88.0,79.0,87.0,88.0,83.0,33.0,81.0,88.0,6,49.0,83.0,55.0,83.0,54.0,,88.0,96.0,25.0,
"Allard, Kolby",663465,2020,34.0,52.0,46.0,41.0,28.0,38.0,51.0,35.0,34,43.0,35.0,12.0,25.0,6.0,,34.0,23.0,32.0,5.0
"Scrubb, Andre",668687,2020,59.0,87.0,92.0,89.0,18.0,88.0,92.0,68.0,89,99.0,51.0,1.0,35.0,4.0,,59.0,,,77.0
"Fairbanks, Pete",664126,2020,77.0,84.0,90.0,89.0,57.0,74.0,78.0,23.0,14,16.0,91.0,18.0,95.0,69.0,,77.0,96.0,86.0,
"Hill, Tim",657612,2020,61.0,50.0,62.0,70.0,50.0,74.0,63.0,93.0,73,71.0,60.0,62.0,23.0,88.0,,61.0,15.0,28.0,
"Reed, Cody",642003,2020,,,,,,,,,63,,,,,,,,74.0,20.0,
"Stock, Robert",476594,2020,,,,,,,,,58,,,,,,,,93.0,41.0,
"Sneed, Cy",605482,2020,47.0,62.0,35.0,21.0,44.0,65.0,41.0,61.0,71,63.0,60.0,18.0,34.0,25.0,,47.0,,,
"Sulser, Cole",642121,2020,40.0,72.0,62.0,55.0,18.0,74.0,80.0,74.0,71,84.0,22.0,2.0,74.0,52.0,,40.0,59.0,82.0,
"Quijada, José",650671,2020,,,,,,,,,77,,,,,,,,49.0,59.0,
"Webb, Tyler",643778,2020,58.0,52.0,54.0,54.0,67.0,88.0,92.0,90.0,11,55.0,40.0,57.0,39.0,62.0,,58.0,11.0,24.0,16.0
"Hudson, Daniel",543339,2020,48.0,91.0,46.0,13.0,57.0,38.0,3.0,10.0,14,56.0,82.0,18.0,77.0,31.0,,48.0,90.0,69.0,
"Peña, Félix",570240,2020,70.0,52.0,70.0,81.0,68.0,65.0,72.0,51.0,47,85.0,60.0,70.0,54.0,10.0,,70.0,69.0,38.0,
"Hearn, Taylor",621368,2020,78.0,93.0,92.0,83.0,57.0,88.0,77.0,20.0,29,53.0,81.0,5.0,34.0,10.0,,78.0,78.0,57.0,
"Snell, Blake",605483,2020,55.0,56.0,48.0,40.0,65.0,13.0,17.0,58.0,45,51.0,84.0,46.0,86.0,89.0,,55.0,78.0,80.0,38.0
"Cole, Gerrit",543037,2020,83.0,84.0,57.0,34.0,95.0,4.0,25.0,15.0,7,14.0,89.0,82.0,87.0,89.0,,83.0,92.0,95.0,81.0
"Cessa, Luis",570666,2020,56.0,44.0,49.0,48.0,65.0,74.0,83.0,38.0,40,19.0,17.0,63.0,57.0,96.0,,56.0,54.0,48.0,
"Espino, Paolo",502179,2020,,,,,,,,,80,,,,,,,,13.0,22.0,
"Brice, Austin",592169,2020,36.0,70.0,63.0,58.0,16.0,74.0,58.0,16.0,43,13.0,75.0,4.0,88.0,21.0,,36.0,57.0,34.0,68.0
"Underwood Jr., Duane",621249,2020,41.0,37.0,23.0,20.0,58.0,56.0,22.0,2.0,59,8.0,83.0,74.0,92.0,90.0,,41.0,71.0,25.0,23.0
"Yarbrough, Ryan",642232,2020,57.0,34.0,55.0,67.0,53.0,23.0,65.0,99.0,2,98.0,21.0,89.0,56.0,98.0,,57.0,2.0,3.0,
"Gonsolin, Tony",664062,2020,77.0,50.0,58.0,63.0,88.0,46.0,77.0,43.0,43,59.0,64.0,95.0,69.0,84.0,,77.0,78.0,92.0,
"Duffey, Tyler",608648,2020,92.0,81.0,86.0,85.0,91.0,88.0,89.0,1.0,9,1.0,92.0,75.0,92.0,95.0,,92.0,39.0,59.0,36.0
"Bauer, Trevor",545333,2020,99.0,97.0,94.0,78.0,99.0,23.0,59.0,47.0,41,46.0,95.0,80.0,75.0,64.0,,99.0,53.0,100.0,91.0
"Middleton, Keynan",641871,2020,,,,,,,,,89,,,,,,,,95.0,93.0,
"Mengden, Daniel",596043,2020,,,,,,,,,81,,,,,,,,12.0,41.0,
"Boxberger, Brad",502202,2020,25.0,44.0,34.0,29.0,33.0,65.0,41.0,45.0,12,42.0,48.0,33.0,32.0,3.0,,25.0,38.0,93.0,
"Leone, Dominic",608678,2020,,,,,,,,,30,,,,,,,,74.0,47.0,
"Brubaker, JT",664141,2020,45.0,49.0,49.0,47.0,49.0,19.0,36.0,71.0,7,75.0,51.0,54.0,52.0,77.0,,45.0,57.0,56.0,86.0
"Kinley, Tyler",641755,2020,72.0,92.0,88.0,74.0,51.0,74.0,69.0,74.0,46,90.0,69.0,15.0,92.0,69.0,,72.0,87.0,69.0,
"Ramírez, Erasmo",541640,2020,,,,,,,,,34,,,,,,,,15.0,32.0,
"Ureña, José",570632,2020,16.0,40.0,22.0,18.0,16.0,38.0,20.0,16.0,25,28.0,5.0,15.0,54.0,53.0,,16.0,82.0,32.0,
"Hill, Cam",657611,2020,,,,,,,,,60,,,,,,,,31.0,60.0,
"Flaherty, Jack",656427,2020,27.0,28.0,35.0,42.0,25.0,38.0,53.0,61.0,37,79.0,76.0,41.0,88.0,24.0,,27.0,54.0,31.0,32.0
"Shafer, Justin",596101,2020,,,,,,,,,13,,,,,,,,17.0,90.0,
"Patiño, Luis",672715,2020,54.0,88.0,73.0,50.0,34.0,74.0,61.0,58.0,68,76.0,56.0,2.0,47.0,14.0,,54.0,92.0,90.0,
"Paxton, James",572020,2020,51.0,62.0,31.0,17.0,72.0,46.0,13.0,12.0,52,14.0,76.0,60.0,62.0,90.0,,51.0,31.0,43.0,9.0
"Bourque, James",630263,2020,,,,,,,,,58,,,,,,,,54.0,70.0,
"Mills, Alec",621219,2020,26.0,26.0,22.0,24.0,41.0,2.0,23.0,74.0,5,35.0,17.0,63.0,4.0,71.0,,26.0,9.0,35.0,30.0
"Rea, Colin",607067,2020,,,,,,,,,7,,,,,,,,45.0,46.0,
"Carrasco, Carlos",471911,2020,63.0,68.0,64.0,60.0,63.0,8.0,32.0,55.0,12,61.0,77.0,39.0,83.0,71.0,,63.0,53.0,89.0,90.0
"Guerra, Junior",448855,2020,46.0,58.0,72.0,80.0,13.0,74.0,80.0,83.0,27,95.0,31.0,5.0,51.0,56.0,,46.0,62.0,87.0,72.0
"López, Jorge",605347,2020,15.0,17.0,13.0,16.0,29.0,13.0,23.0,1.0,3,3.0,11.0,72.0,17.0,4.0,,15.0,57.0,1.0,25.0
"Strahm, Matt",621381,2020,36.0,50.0,37.0,29.0,44.0,74.0,75.0,85.0,2,67.0,17.0,92.0,17.0,29.0,,36.0,43.0,66.0,52.0
"Familia, Jeurys",544727,2020,41.0,63.0,71.0,76.0,11.0,74.0,85.0,89.0,52,86.0,23.0,4.0,54.0,39.0,,41.0,90.0,32.0,
"Hader, Josh",623352,2020,87.0,99.0,95.0,63.0,76.0,56.0,1.0,92.0,65,96.0,98.0,14.0,96.0,22.0,,87.0,71.0,12.0,
"McCullers Jr., Lance",621121,2020,39.0,46.0,47.0,46.0,39.0,6.0,14.0,31.0,27,61.0,56.0,47.0,69.0,35.0,,39.0,59.0,14.0,79.0
"Zimmermann, Jordan",519455,2020,,,,,,,,,79,,,,,,,,8.0,50.0,
"Bacus, Dakota",621290,2020,,,,,,,,,60,,,,,,,,16.0,51.0,
"Ynoa, Huascar",660623,2020,18.0,19.0,41.0,59.0,6.0,65.0,63.0,58.0,54,44.0,13.0,13.0,40.0,79.0,,18.0,75.0,12.0,
"Godley, Zack",643327,2020,5.0,9.0,7.0,9.0,8.0,23.0,15.0,38.0,27,23.0,27.0,37.0,42.0,20.0,,5.0,9.0,19.0,9.0
"Rodríguez, Richard",593144,2020,80.0,75.0,67.0,59.0,88.0,65.0,40.0,3.0,20,1.0,96.0,87.0,92.0,85.0,,80.0,43.0,96.0,
"Webb, Logan",657277,2020,23.0,13.0,44.0,70.0,9.0,28.0,70.0,50.0,35,30.0,20.0,37.0,24.0,10.0,,23.0,40.0,14.0,
"McCarthy, Kevin",641838,2020,,,,,,,,,85,,,,,,,,11.0,1.0,
"Anderson, Chase",502624,2020,7.0,8.0,3.0,2.0,28.0,2.0,1.0,56.0,1,45.0,56.0,75.0,61.0,32.0,,7.0,37.0,34.0,7.0
"Bradley, Archie",605151,2020,,,,,,,,,65,,,,,,,,64.0,39.0,2.0
"Triggs, Andrew",592811,2020,,,,,,,,,81,,,,,,,,4.0,53.0,
"Taylor, Blake",642130,2020,90.0,94.0,95.0,90.0,70.0,74.0,72.0,99.0,68,99.0,26.0,9.0,9.0,1.0,,90.0,57.0,55.0,
"Gray, Sonny",543243,2020,58.0,54.0,75.0,84.0,41.0,56.0,89.0,77.0,20,78.0,83.0,24.0,71.0,22.0,,58.0,45.0,90.0,93.0
"Barria, Jaime",642545,2020,87.0,75.0,80.0,80.0,85.0,74.0,94.0,38.0,24,62.0,32.0,74.0,25.0,62.0,,87.0,31.0,53.0,
"Alexander, Scott",518397,2020,,,,,,,,,3,,,,,,,,46.0,36.0,
"Young, Alex",622065,2020,8.0,9.0,4.0,4.0,29.0,1.0,6.0,20.0,22,27.0,22.0,72.0,33.0,73.0,,8.0,17.0,63.0,32.0
"Cease, Dylan",656302,2020,5.0,14.0,9.0,11.0,3.0,6.0,28.0,23.0,35,25.0,14.0,11.0,40.0,13.0,,5.0,97.0,95.0,68.0
"Garcia, Bryan",650530,2020,48.0,23.0,71.0,96.0,19.0,74.0,84.0,83.0,20,49.0,2.0,27.0,12.0,64.0,,48.0,69.0,35.0,
"Kimbrel, Craig",518886,2020,,,,,,,,,83,,,,,,,,94.0,51.0,50.0
"Alvarez, Jose",501625,2020,,,,,,,,,84,,,,,,,,24.0,70.0,
"Fry, Paul",643316,2020,94.0,92.0,96.0,92.0,89.0,74.0,75.0,45.0,65,67.0,79.0,43.0,68.0,13.0,,94.0,41.0,53.0,
"Rogers, Taylor",573124,2020,68.0,44.0,56.0,64.0,77.0,46.0,18.0,28.0,23,22.0,65.0,93.0,29.0,75.0,,68.0,72.0,24.0,
"Crichton, Stefan",592233,2020,60.0,31.0,71.0,92.0,23.0,97.0,99.0,37.0,46,32.0,35.0,54.0,19.0,53.0,,60.0,35.0,5.0,57.0
"Guerra, Deolis",500610,2020,,,,,,,,,40,,,,,,,,27.0,67.0,
"Lail, Brady",621078,2020,,,,,,,,,31,,,,,,,,12.0,78.0,38.0
"Floro, Dylan",571670,2020,75.0,34.0,75.0,94.0,71.0,88.0,96.0,95.0,65,95.0,25.0,94.0,26.0,92.0,,75.0,51.0,47.0,
"Buehler, Walker",621111,2020,71.0,76.0,54.0,38.0,82.0,46.0,57.0,20.0,37,53.0,74.0,63.0,62.0,52.0,,71.0,94.0,96.0,96.0
"Morton, Charlie",450203,2020,58.0,50.0,56.0,61.0,65.0,28.0,38.0,29.0,43,60.0,56.0,82.0,38.0,81.0,,58.0,49.0,55.0,88.0
"Kickham, Mike",592464,2020,,,,,,,,,45,,,,,,,,,,39.0
"Cobb, Alex",502171,2020,9.0,2.0,12.0,26.0,11.0,4.0,20.0,6.0,2,4.0,13.0,57.0,28.0,49.0,,9.0,38.0,15.0,56.0
"Quintana, Jose",500779,2020,,,,,,,,,20,,,,,,,,20.0,11.0,
"Sánchez, Aníbal",434671,2020,19.0,12.0,16.0,26.0,24.0,2.0,20.0,38.0,7,47.0,14.0,66.0,29.0,61.0,,19.0,8.0,22.0,4.0
"Fulmer, Carson",608334,2020,,,,,,,,,7,,,,,,,,38.0,43.0,
"Chavez, Jesse",445926,2020,4.0,4.0,1.0,1.0,14.0,33.0,2.0,74.0,15,67.0,13.0,44.0,2.0,4.0,,4.0,19.0,21.0,
"Davis, Wade",451584,2020,,,,,,,,,37,,,,,,,,21.0,97.0,
"Carroll, Cody",606944,2020,,,,,,,,,74,,,,,,,,82.0,87.0,
"Sánchez, Ricardo",645307,2020,,,,,,,,,81,,,,,,,,24.0,37.0,
"Bassitt, Chris",605135,2020,61.0,49.0,54.0,58.0,69.0,19.0,63.0,52.0,25,48.0,35.0,75.0,25.0,31.0,,61.0,41.0,21.0,12.0
"Zimmer, Kyle",622092,2020,82.0,78.0,93.0,97.0,61.0,74.0,66.0,55.0,11,88.0,74.0,25.0,72.0,92.0,,82.0,64.0,30.0,1.0
"Pineda, Michael",501381,2020,75.0,59.0,79.0,86.0,77.0,46.0,41.0,88.0,24,80.0,46.0,78.0,66.0,92.0,,75.0,31.0,3.0,
"Toussaint, Touki",657053,2020,5.0,29.0,10.0,6.0,2.0,28.0,5.0,33.0,17,37.0,57.0,11.0,80.0,44.0,,5.0,60.0,54.0,47.0
"Gibaut, Ian",664139,2020,,,,,,,,,57,,,,,,,,81.0,12.0,
"Barnes, Matt",598264,2020,25.0,52.0,36.0,26.0,17.0,46.0,12.0,6.0,15,11.0,82.0,10.0,64.0,62.0,,25.0,85.0,63.0,11.0
"Milner, Hoby",571948,2020,,,,,,,,,69,,,,,,,,3.0,6.0,
"Burrows, Beau",663366,2020,,,,,,,,,5,,,,,,,,48.0,76.0,
"Bubic, Kris",663460,2020,21.0,20.0,25.0,36.0,21.0,13.0,35.0,71.0,59,55.0,42.0,35.0,35.0,9.0,,21.0,21.0,34.0,54.0
"Hartlieb, Geoff",664129,2020,28.0,65.0,85.0,94.0,2.0,88.0,92.0,43.0,69,82.0,21.0,1.0,35.0,22.0,,28.0,54.0,70.0,
"Newcomb, Sean",656794,2020,,,,,,,,,80,,,,,,,,51.0,61.0,84.0
"Martin, Brett",656685,2020,,,,,,,,,83,,,,,,,,62.0,47.0,
"Minor, Mike",501985,2020,48.0,55.0,32.0,22.0,65.0,4.0,14.0,64.0,10,28.0,63.0,52.0,52.0,49.0,,48.0,15.0,98.0,51.0
"Guilbeau, Taylor",607555,2020,,,,,,,,,77,,,,,,,,21.0,23.0,
"Kershaw, Clayton",477132,2020,84.0,74.0,56.0,44.0,96.0,13.0,36.0,58.0,25,66.0,73.0,97.0,58.0,65.0,,84.0,24.0,93.0,49.0
"Pomeranz, Drew",519141,2020,,,,,,,,,91,,,,,,,,72.0,91.0,7.0
"Weems, Jordan",607179,2020,,,,,,,,,61,,,,,,,,82.0,42.0,
"Tanaka, Masahiro",547888,2020,55.0,44.0,32.0,28.0,79.0,11.0,25.0,47.0,9,49.0,44.0,94.0,71.0,87.0,,55.0,31.0,39.0,
"O'Day, Darren",503285,2020,,,,,,,,,78,,,,,,,,1.0,57.0,
"Sherriff, Ryan",595411,2020,,,,,,,,,60,,,,,,,,17.0,10.0,
"Turley, Nik",543867,2020,65.0,76.0,78.0,74.0,38.0,74.0,72.0,35.0,38,63.0,40.0,18.0,44.0,14.0,,65.0,66.0,96.0,80.0
"Sharp, Sterling",643532,2020,,,,,,,,,52,,,,,,,,3.0,2.0,
"Clippard, Tyler",461325,2020,83.0,78.0,52.0,32.0,97.0,46.0,28.0,83.0,67,92.0,66.0,94.0,59.0,31.0,,83.0,7.0,68.0,
"Selman, Sam",572125,2020,86.0,87.0,96.0,97.0,65.0,88.0,84.0,93.0,87,100.0,72.0,25.0,71.0,12.0,,86.0,19.0,91.0,
"Pazos, James",572021,2020,,,,,,,,,40,,,,,,,,31.0,7.0,
"Pagán, Emilio",641941,2020,51.0,74.0,32.0,14.0,70.0,56.0,25.0,33.0,61,30.0,65.0,32.0,51.0,41.0,,51.0,71.0,86.0,
"Dunn, Justin",643290,2020,10.0,43.0,16.0,10.0,7.0,8.0,11.0,2.0,9,12.0,23.0,4.0,19.0,5.0,,10.0,19.0,46.0,28.0
"Glasnow, Tyler",607192,2020,82.0,88.0,66.0,41.0,92.0,19.0,28.0,15.0,20,20.0,97.0,43.0,82.0,48.0,,82.0,92.0,77.0,92.0
"Jones, Nate",518858,2020,25.0,26.0,15.0,14.0,38.0,46.0,12.0,1.0,12,1.0,67.0,70.0,83.0,36.0,,25.0,87.0,89.0,
"Tarpley, Stephen",605501,2020,,,,,,,,,75,,,,,,,,19.0,20.0,29.0
"Pérez, Oliver",424144,2020,,,,,,,,,52,,,,,,,,11.0,19.0,
"Senzatela, Antonio",622608,2020,37.0,19.0,38.0,52.0,43.0,11.0,70.0,51.0,21,43.0,4.0,82.0,5.0,20.0,,37.0,67.0,25.0,21.0
