year,entity_name,entity_id,team_id,age,maxeff_arm_2b_3b_sba,exchange_2b_3b_sba,pop_2b_sba_count,pop_2b_sba,pop_2b_cs,pop_2b_sb,pop_3b_sba_count,pop_3b_sba,pop_3b_cs,pop_3b_sb
2016,"Recker, Anthony",489232,144,32,85.0,0.76,22,1.97,1.99,1.97,2,1.53,,1.53
2016,"Zunino, Mike",572287,136,25,83.4,0.73,16,1.98,1.99,1.98,1,1.57,1.57,
2016,"Wieters, Matt",446308,110,30,81.4,0.71,40,1.99,1.99,2.0,1,1.7,,1.7
2016,"Murphy, John Ryan",571974,142,25,81.6,0.74,7,2.01,1.99,2.02,1,1.59,,1.59
2016,"Martin, Russell",431145,141,33,84.2,0.77,31,2.02,1.99,2.03,5,1.55,1.53,1.58
2016,"Centeno, Juan",518542,142,26,81.3,0.73,7,1.99,1.99,1.99,2,1.52,,1.52
2016,"McCann, James",543510,116,26,83.5,0.73,43,2.01,2.0,2.01,2,1.51,,1.51
2016,"Navarro, Dioner",425900,141,32,81.3,0.73,27,2.03,2.0,2.05,0,,,
2016,"Kratz, Erik",456124,134,36,84.9,0.81,7,1.99,2.0,1.97,0,,,
2016,"Herrmann, Chris",543302,109,28,83.4,0.77,9,2.01,2.0,2.04,2,1.49,1.54,1.44
2016,"Wolters, Tony",547172,115,24,80.2,0.67,15,1.99,2.01,1.97,3,1.56,1.49,1.59
2016,"Lucroy, Jonathan",518960,140,30,81.1,0.73,58,2.01,2.01,2.01,5,1.58,1.55,1.66
2016,"Piña, Manny",444489,158,29,84.7,0.72,9,1.97,2.01,1.94,1,1.59,,1.59
2016,"Avila, Alex",488671,145,29,80.3,0.72,16,2.01,2.01,2.0,4,1.57,1.57,1.57
2016,"Grandal, Yasmani",518735,119,27,84.7,0.77,30,2.01,2.01,2.02,5,1.67,1.76,1.64
2016,"Barnhart, Tucker",571466,113,25,79.7,0.69,48,2.01,2.01,2.01,5,1.6,1.58,1.61
2016,"Lobatón, Jose",446653,120,31,82.7,0.73,6,2.0,2.01,2.0,2,1.64,1.64,
2016,"Rosario, Alberto",451705,138,29,81.9,0.75,6,1.96,2.01,1.93,2,1.63,1.57,1.68
2016,"Mesoraco, Devin",519023,113,28,82.1,0.76,8,2.0,2.02,2.0,0,,,
2016,"Castro, Jason",488771,117,29,83.8,0.77,36,2.04,2.02,2.05,4,1.54,1.48,1.56
2016,"Posey, Buster",457763,137,29,83.6,0.76,36,2.03,2.02,2.04,6,1.62,1.54,1.66
2016,"Norris, Derek",519083,135,27,79.1,0.7,46,2.03,2.03,2.03,5,1.6,1.63,1.54
2016,"Hundley, Nick",460026,115,32,81.0,0.74,22,1.99,2.03,1.99,6,1.56,1.54,1.57
2016,"Rivera, René",425784,121,32,81.5,0.69,27,1.99,2.03,1.96,5,1.55,1.5,1.58
2016,"Narváez, Omar",553882,145,24,80.1,0.75,10,2.07,2.03,2.07,1,2.01,,2.01
2016,"Murphy, Tom",608596,115,25,87.9,0.85,6,2.03,2.04,2.02,0,,,
2016,"Bandy, Jett",542908,108,26,83.5,0.75,29,2.02,2.04,2.0,2,1.57,1.56,1.59
2016,"Gattis, Evan",594828,117,29,86.6,0.82,9,2.02,2.04,1.91,3,1.6,1.58,1.66
2016,"McCann, Brian",435263,147,32,79.3,0.73,34,2.04,2.04,2.03,1,1.53,1.53,
2016,"Montero, Miguel",471083,112,32,80.5,0.77,18,2.06,2.04,2.06,3,1.69,,1.69
2016,"Wilson, Bobby",435064,139,33,77.4,0.71,28,2.05,2.04,2.05,1,1.53,,1.53
2016,"Casali, Curt",592200,139,27,80.0,0.73,20,2.05,2.05,2.05,2,1.59,,1.59
2016,"Cervelli, Francisco",465041,134,30,80.5,0.72,34,2.02,2.05,2.01,5,1.59,1.63,1.56
2016,"Iannetta, Chris",455104,136,33,81.8,0.78,42,2.05,2.05,2.06,2,1.66,1.68,1.63
2016,"Conger, Hank",474233,139,28,78.8,0.8,17,2.15,2.05,2.18,0,,,
2016,"Ramos, Wilson",467092,120,28,82.2,0.76,21,2.04,2.05,2.03,3,1.59,1.61,1.58
2016,"Gimenez, Chris",460269,114,33,78.8,0.76,11,2.05,2.06,2.05,0,,,
2016,"Vázquez, Christian",543877,111,25,81.1,0.68,16,2.0,2.06,1.96,3,1.51,1.58,1.47
2016,"d'Arnaud, Travis",518595,121,27,83.0,0.8,35,2.06,2.07,2.05,5,1.61,1.54,1.63
2016,"Mathis, Jeff",425772,146,33,79.2,0.75,17,2.08,2.07,2.08,2,1.61,,1.61
2016,"Gosewisch, Tuffy",488912,109,32,80.5,0.74,8,2.07,2.07,2.06,0,,,
2016,"Hanigan, Ryan",452672,111,35,79.7,0.73,14,2.07,2.08,2.07,3,1.64,1.62,1.65
2016,"Soto, Geovany",434567,108,33,76.3,0.7,18,2.08,2.09,2.08,3,1.61,,1.61
2016,"Clevenger, Steve",502182,136,30,80.7,0.81,10,2.08,2.09,2.08,0,,,
2016,"Thole, Josh",489365,141,29,78.1,0.79,10,2.16,2.09,2.19,1,1.63,,1.63
2016,"Ruiz, Carlos",434563,119,37,80.3,0.79,19,2.09,2.09,2.09,3,1.63,1.63,1.63
2016,"Suzuki, Kurt",435559,142,32,81.4,0.84,27,2.11,2.1,2.11,5,1.63,1.61,1.65
2016,"Pierzynski, A.J.",150229,144,39,77.9,0.77,29,2.09,2.1,2.09,4,1.64,1.65,1.6
2016,"Ellis, A.J.",454560,143,35,77.3,0.73,22,2.09,2.11,2.09,0,,,
2016,"Saltalamacchia, Jarrod",457454,116,31,81.8,0.78,12,2.08,2.11,2.05,1,1.56,,1.56
2016,"Chirinos, Robinson",455139,140,32,80.8,0.81,14,2.08,2.11,2.06,1,1.71,,1.71
2016,"Plawecki, Kevin",608700,121,25,78.2,0.75,21,2.09,2.11,2.08,1,1.67,,1.67
2016,"Cabrera, Ramón",541608,113,26,79.5,0.79,14,2.07,2.11,2.07,3,1.64,1.58,1.67
2016,"Vogt, Stephen",519390,133,31,76.3,0.71,29,2.1,2.11,2.09,2,1.66,,1.66
2016,"Romine, Austin",519222,147,27,82.7,0.82,6,2.08,2.13,2.02,1,1.81,,1.81
2016,"Flowers, Tyler",452095,144,30,76.7,0.74,34,2.13,2.16,2.12,3,1.66,,1.66
2016,"Maxwell, Bruce",622194,133,25,79.0,0.68,6,2.1,,2.1,0,,,
